indicator,alert_percentile,alarm_percentile,alert_tukey,alarm_tukey,retention_filter,season_scope,baseline_method,country,q1_median,q3_median,median_iqr,alert_zscore,alarm_zscore
Maize,44.0,62.900000000000006,65.1075,72.0075,none,All Months,Nominal,Kenya,38.0,51.3075,13.799999999999999,68.3651978801548,87.2397522906583
Maize,44.0,62.900000000000006,65.1075,72.0075,>=40%,All Months,Nominal,Kenya,38.0,51.3075,13.799999999999999,68.3651978801548,87.2397522906583
Sheep,,,,,none,All Months,LTM,Kenya,,,,27.00564245565733,58.98945423899666
ToT,-14.590065706054801,-38.70659736221492,-46.60197687409011,-54.84072576040457,none,All Months,YOY,Kenya,-30.124479101461198,-12.638496378553368,16.477497772628915,-43.66112618421807,-99.57927731807666
ToT,-15.882352935238753,-40.303030303030305,-48.132395421710754,-56.55277357991113,>=40%,All Months,YOY,Kenya,-31.291639105309986,-14.122137404580151,16.840756316400764,-43.66112618421807,-99.57927731807666
ToT,-11.77515724172947,-34.20660660063,-42.54781978178764,-50.532773504503226,none,All Months,LTM,Kenya,-26.577912336356466,-9.377818847650767,15.969907445431176,-29.14936508694796,-61.020644409737756
ToT,-12.523277934080692,-36.42211771320827,-44.94546121329007,-53.195468123537886,>=40%,All Months,LTM,Kenya,-28.445447392794456,-10.90980700712523,16.50001382049562,-29.14936508694796,-61.020644409737756
ToT,-11.396031137112484,-35.50378372692989,-43.88839975935471,-51.612132912935344,none,All Months,FIVE_YEAR,Kenya,-28.44093345219344,-9.980335661274115,15.447466307161267,-29.546696019383567,-68.74587204072839
ToT,-12.365072282203903,-37.6781647671952,-47.468052651922754,-55.73548084511042,>=40%,All Months,FIVE_YEAR,Kenya,-30.933196265547416,-10.738522889985127,16.53485638637534,-29.546696019383567,-68.74587204072839
ToT,,,,,none,All Months,Nominal,Kenya,,,,45.641445037472636,11.333669680581963
Beans,19.047619047619047,31.40435312881133,36.67206711794306,42.197115078661916,none,All Months,YOY,Kenya,12.339053767264081,25.621971196505356,11.050095921437705,34.85830546405343,59.88160419663349
Beans,19.047619047619047,31.40435312881133,36.67206711794306,42.197115078661916,>=40%,All Months,YOY,Kenya,12.339053767264081,25.621971196505356,11.050095921437705,34.85830546405343,59.88160419663349
Beans,13.989637305699482,25.331652560177684,29.00830622361878,33.69937522327864,none,All Months,LTM,Kenya,10.951711204875762,19.626168224299064,9.382137999319719,36.225851360218336,64.94337481079042
Beans,13.989637305699482,25.331652560177684,29.00830622361878,33.69937522327864,>=40%,All Months,LTM,Kenya,10.951711204875762,19.626168224299064,9.382137999319719,36.225851360218336,64.94337481079042
Beans,28.03363866863016,41.741538987701524,47.70108346832522,53.96084669903388,none,All Months,FIVE_YEAR,Kenya,19.665034431675096,35.18155700690792,12.519526461417303,53.26700408938311,80.21551530061595
Beans,28.03363866863016,41.741538987701524,47.70108346832522,53.96084669903388,>=40%,All Months,FIVE_YEAR,Kenya,19.665034431675096,35.18155700690792,12.519526461417303,53.26700408938311,80.21551530061595
Beans,96.0,109.0,115.0,121.5,none,All Months,Nominal,Kenya,90.0,102.0,13.0,130.06935055878557,158.88300969245037
Beans,96.0,109.0,115.0,121.5,>=40%,All Months,Nominal,Kenya,90.0,102.0,13.0,130.06935055878557,158.88300969245037
Diarrhoea,-0.005953130869759215,1.067422280126848,1.4201235371522052,1.8845946198561188,none,All Months,none,Kenya,-0.42525396959550665,0.4911813717443775,0.9289421654078276,0.9260957645396467,1.8521915290792934
Diarrhoea,-0.005953130869759215,1.067422280126848,1.4201235371522052,1.8845946198561188,>=40%,All Months,none,Kenya,-0.42525396959550665,0.4911813717443775,0.9289421654078276,0.9260957645396467,1.8521915290792934
Malaria,-0.5556057407209372,-0.4930130989563827,-0.47703632511765043,-0.45130948229394086,none,All Months,none,Kenya,-0.580673992431904,-0.5284900107650696,0.0514536856474192,0.9253093280558908,1.8506186561117817
Malaria,-0.5556057407209372,-0.4930130989563827,-0.47703632511765043,-0.45130948229394086,>=40%,All Months,none,Kenya,-0.580673992431904,-0.5284900107650696,0.0514536856474192,0.9253093280558908,1.8506186561117817
URTI,0.08602624786598875,0.892616818571718,1.3539624824591174,1.7572141375459007,none,All Months,none,Kenya,-0.3407505904578333,0.5474591722855506,0.8065033101735668,0.9260957645396467,1.8521915290792934
URTI,0.08602624786598875,0.892616818571718,1.3539624824591174,1.7572141375459007,>=40%,All Months,none,Kenya,-0.3407505904578333,0.5474591722855506,0.8065033101735668,0.9260957645396467,1.8521915290792934
rainfall-mm,-1.0,-2.0,,,none,All Months,none,South Sudan,,,,,
rainfall 3-month anomaly [%],91.63544666666667,79.51986686666666,76.34408099999999,71.63967766666664,none,All Months,none,South Sudan,85.75288766666667,95.56915966666668,9.408806666666678,79.13515547414849,57.80393336992938
rainfall 3-month anomaly [%],88.50339625,75.12068458333334,69.21964245833331,63.20686910416664,>=40%,All Months,none,South Sudan,81.24518916666666,94.31809275,12.025546708333344,79.13515547414849,57.80393336992938
rainfall 3-month anomaly [%],92.35009975,82.53499271666666,79.71312908333334,75.69733320833335,none,Main Rainy Season (May–Oct),none,South Sudan,87.74472083333335,95.92685820833333,8.031591749999997,79.13515547414849,57.80393336992938
rainfall 3-month anomaly [%],90.53458833333333,76.8335688,72.04894895833331,66.48398612499997,none,Dry Season (Nov–Apr),none,South Sudan,83.17887462499999,95.41263208333334,11.12992566666668,79.13515547414849,57.80393336992938
rainfall 1-month anomaly [%],91.88339916666666,77.17014333333333,73.190487,67.55563656250001,none,All Months,none,South Sudan,84.460187875,96.21140883333332,11.269700874999998,76.91006619113216,53.40929737326049
rainfall 1-month anomaly [%],89.15996,73.27768566666666,68.52383666666664,62.1836783333333,>=40%,All Months,none,South Sudan,81.20415333333332,94.83305558333333,12.680316666666684,76.91006619113216,53.40929737326049
rainfall 1-month anomaly [%],89.93025458333332,78.26813545,74.19795983333336,69.14131310416668,none,Main Rainy Season (May–Oct),none,South Sudan,84.31125329166667,94.88114566666667,10.113293458333324,76.91006619113216,53.40929737326049
rainfall 1-month anomaly [%],94.67632941666668,74.96163533333333,72.47576275,66.37837329166668,none,Dry Season (Nov–Apr),none,South Sudan,84.67054166666668,98.242659,12.194778916666671,76.91006619113216,53.40929737326049
ndvi_absolute,0.32698970610964817,-0.7568639678012296,-1.1843426543730253,-1.581416647243766,none,All Months,none,South Sudan,-0.3901946686315441,0.4255212506234641,0.7941479857414813,-0.978743563461688,-1.957487126923376
ndvi_absolute,0.32698970610964817,-0.7568639678012296,-1.1843426543730253,-1.581416647243766,>=40%,All Months,none,South Sudan,-0.3901946686315441,0.4255212506234641,0.7941479857414813,-0.978743563461688,-1.957487126923376
ndvi_absolute,0.4257715121539384,-0.8638595311886439,-1.1980568259536502,-1.6275048292421168,none,Main Growing Season (May–Oct),none,South Sudan,-0.3391608193767165,0.4815777930305061,0.8588960065769335,-0.978743563461688,-1.957487126923376
ndvi_absolute,0.2587866157344981,-0.6831127940227055,-1.1281729296348992,-1.4909695808707382,none,Dry Season (Nov–Apr),none,South Sudan,-0.402579627163221,0.3522324881260324,0.7255933024716782,-0.978743563461688,-1.957487126923376
10 day NDVI anomaly,97.23789316666667,92.35313816666667,91.04657233333333,89.21099683333333,none,All Months,none,South Sudan,94.71772333333332,98.72045125,3.6711509999999947,93.19299177849665,83.75073371134849
10 day NDVI anomaly,95.99803166666668,89.90234,88.56509416666667,86.14531583333334,>=40%,All Months,none,South Sudan,93.40465083333333,98.06975,4.839556666666667,93.19299177849665,83.75073371134849
10 day NDVI anomaly,97.90047225,93.29388650000001,92.59453333333332,90.97249291666665,none,Main Growing Season (May–Oct),none,South Sudan,95.83861416666666,98.988336375,3.244080833333335,93.19299177849665,83.75073371134849
10 day NDVI anomaly,96.324486,91.51528433333334,89.23252466666665,87.0180353333333,none,Dry Season (Nov–Apr),none,South Sudan,93.66150333333333,98.31583333333333,4.42897866666668,93.19299177849665,83.75073371134849
conflict_events,2.0,5.7,5.0,6.0,none,All Months,none,South Sudan,1.0,3.0,2.0,,
conflict_events,2.0,5.7,5.0,6.0,>=40%,All Months,none,South Sudan,1.0,3.0,2.0,,
conflict_fatalities,2.0,17.350000000000012,14.0,17.375,none,All Months,none,South Sudan,0.75,7.25,6.75,,
conflict_fatalities,2.0,17.350000000000012,14.0,17.375,>=40%,All Months,none,South Sudan,0.75,7.25,6.75,,
Fuel (diesel),189.44444444444446,1245.414547475692,638.6630666731526,703.1576130882822,none,All Months,YOY,South Sudan,145.4185525823113,509.67397384289313,128.98909283025938,7022.840420636164,12790.917883752265
Fuel (diesel),189.44444444444446,1245.414547475692,638.6630666731526,703.1576130882822,>=40%,All Months,YOY,South Sudan,145.4185525823113,509.67397384289313,128.98909283025938,7022.840420636164,12790.917883752265
Fuel (diesel),378.4407008700552,2188.672241869257,2221.918739940951,2713.210860482829,none,All Months,LTM,South Sudan,93.34390445768179,1239.3344988571953,982.584241083756,4916.760366276371,9175.263428659993
Fuel (diesel),378.4407008700552,2188.672241869257,2221.918739940951,2713.210860482829,>=40%,All Months,LTM,South Sudan,93.34390445768179,1239.3344988571953,982.584241083756,4916.760366276371,9175.263428659993
Fuel (diesel),530.661813417893,1219.3294514183176,888.8852606900693,942.1369772955283,none,All Months,FIVE_YEAR,South Sudan,458.32248008972283,782.3818274791515,106.50343321091783,1227.4699526737159,1847.8095483501838
Fuel (diesel),530.661813417893,1219.3294514183176,888.8852606900693,942.1369772955283,>=40%,All Months,FIVE_YEAR,South Sudan,458.32248008972283,782.3818274791515,106.50343321091783,1227.4699526737159,1847.8095483501838
Fuel (diesel),860.0,1118.335,1070.6275,1150.44125,none,All Months,Nominal,South Sudan,750.0,911.0,159.62750000000005,6784.66737776867,10971.545127759562
Fuel (diesel),860.0,1118.335,1070.6275,1150.44125,>=40%,All Months,Nominal,South Sudan,750.0,911.0,159.62750000000005,6784.66737776867,10971.545127759562
"Fuel (diesel, parallel market)",90.09661835748793,222.72235941211764,231.26544646665832,270.0483780333208,none,All Months,YOY,South Sudan,62.46020021199022,153.69958333333332,77.56586313332498,453.56425279347934,713.2438866202743
"Fuel (diesel, parallel market)",90.09661835748793,222.72235941211764,231.26544646665832,270.0483780333208,>=40%,All Months,YOY,South Sudan,62.46020021199022,153.69958333333332,77.56586313332498,453.56425279347934,713.2438866202743
"Fuel (diesel, parallel market)",259.3486131386861,656.704323313311,730.4843007923008,858.2179986472458,none,All Months,LTM,South Sudan,86.11378977820637,475.0169050824109,255.4673957098899,426.0621923662603,737.7163214359273
"Fuel (diesel, parallel market)",283.30734578906834,666.8642312586051,859.7477514277246,1047.3139348338943,>=40%,All Months,LTM,South Sudan,87.55240322753673,484.6153846153846,375.1323668123399,426.0621923662603,737.7163214359273
"Fuel (diesel, parallel market)",503.7562253425238,599.3447741884582,773.2391062816071,870.4083508872457,none,All Months,FIVE_YEAR,South Sudan,406.3746994061332,578.90061707033,194.33848921127708,819.8405354526622,1138.0045759986065
"Fuel (diesel, parallel market)",503.7562253425238,599.3447741884582,773.2391062816071,870.4083508872457,>=40%,All Months,FIVE_YEAR,South Sudan,406.3746994061332,578.90061707033,194.33848921127708,819.8405354526622,1138.0045759986065
"Fuel (diesel, parallel market)",1093.75,1520.846,1643.84,1861.3225,none,All Months,Nominal,South Sudan,1019.8125,1208.875,434.965,10251.458324036503,16171.429684020717
"Fuel (diesel, parallel market)",1093.75,1520.846,1643.84,1861.3225,>=40%,All Months,Nominal,South Sudan,1019.8125,1208.875,434.965,10251.458324036503,16171.429684020717
"Fuel (petrol-gasoline, parallel market)",87.50021306842395,227.7185867014342,241.2466774794034,287.60786344132725,none,All Months,YOY,South Sudan,60.42809050825173,148.52430555555554,92.72237192384783,428.1825627146321,666.5167110015478
"Fuel (petrol-gasoline, parallel market)",87.50021306842395,227.7185867014342,241.2466774794034,287.60786344132725,>=40%,All Months,YOY,South Sudan,60.42809050825173,148.52430555555554,92.72237192384783,428.1825627146321,666.5167110015478
"Fuel (petrol-gasoline, parallel market)",214.24917397017362,383.33336363636363,472.03621749179047,545.1843333600968,none,All Months,LTM,South Sudan,57.66210228894525,325.7399857551776,146.29623173661287,402.13634187431524,698.756819148691
"Fuel (petrol-gasoline, parallel market)",258.62643810526544,490.1960000000001,551.9233264186687,633.2587526984244,>=40%,All Months,LTM,South Sudan,79.04624186804375,389.25247385915725,162.6708525595114,402.13634187431524,698.756819148691
"Fuel (petrol-gasoline, parallel market)",392.5578782846198,809.6471159689718,657.3308423327561,728.4289811127475,none,All Months,FIVE_YEAR,South Sudan,358.66915658807375,515.1345647727735,142.19627755998263,813.5690645362008,1126.2974063466258
"Fuel (petrol-gasoline, parallel market)",392.5578782846198,809.6471159689718,657.3308423327561,728.4289811127475,>=40%,All Months,FIVE_YEAR,South Sudan,358.66915658807375,515.1345647727735,142.19627755998263,813.5690645362008,1126.2974063466258
"Fuel (petrol-gasoline, parallel market)",1351.6675,1938.769,2377.1525,2699.3224999999998,none,All Months,Nominal,South Sudan,1200.33375,1732.8125,644.3399999999999,11937.564170219524,18781.541868454246
"Fuel (petrol-gasoline, parallel market)",1351.6675,1938.769,2377.1525,2699.3224999999998,>=40%,All Months,Nominal,South Sudan,1200.33375,1732.8125,644.3399999999999,11937.564170219524,18781.541868454246
Rice,79.84849618122074,171.19355689277901,198.12905178288517,233.53654912368216,none,All Months,YOY,South Sudan,48.04075146149043,127.31405710129116,70.81499468159402,420.76022521847113,669.9031461928914
Rice,79.84849618122074,171.19355689277901,198.12905178288517,233.53654912368216,>=40%,All Months,YOY,South Sudan,48.04075146149043,127.31405710129116,70.81499468159402,420.76022521847113,669.9031461928914
Rice,290.2439024390244,512.4740859442991,654.0366561860754,770.6584607392249,none,All Months,LTM,South Sudan,106.06060606060606,420.79304707977644,233.243609106299,484.51726140601335,828.5195678802099
Rice,344.30642857142857,678.2101167315175,783.5427453580065,912.8141180370098,>=40%,All Months,LTM,South Sudan,113.32322797465669,525.0,258.5427453580065,484.51726140601335,828.5195678802099
Rice,442.3480361002522,626.4860468718452,695.3908462605733,766.6637003921244,none,All Months,FIVE_YEAR,South Sudan,387.8143029133488,552.8451379974712,142.54570826310214,785.3783339699828,1076.1670172787813
Rice,442.3480361002522,626.4860468718452,695.3908462605733,766.6637003921244,>=40%,All Months,FIVE_YEAR,South Sudan,387.8143029133488,552.8451379974712,142.54570826310214,785.3783339699828,1076.1670172787813
Rice,750.0,997.5,1165.365,1285.5125,none,All Months,Nominal,South Sudan,674.0262500000001,925.0699999999999,240.29500000000007,7375.676864959325,11398.550573288738
Rice,750.0,997.5,1165.365,1285.5125,>=40%,All Months,Nominal,South Sudan,674.0262500000001,925.0699999999999,240.29500000000007,7375.676864959325,11398.550573288738
Sorghum (local),248.1888190848129,2672.893185480838,2117.8538879078833,2386.8604151951586,none,All Months,YOY,South Sudan,170.35505583609125,1579.8408333333334,538.0130545745501,2714.5553810668835,4232.72800737987
Sorghum (local),248.1888190848129,2672.893185480838,2117.8538879078833,2386.8604151951586,>=40%,All Months,YOY,South Sudan,170.35505583609125,1579.8408333333334,538.0130545745501,2714.5553810668835,4232.72800737987
Sorghum (local),50.91761142294112,155.1626310993601,155.6220025551478,187.8481459031339,none,All Months,LTM,South Sudan,26.706614140347973,91.16971585917557,64.45228669597222,544.4493342838261,1019.8620183639948
Sorghum (local),50.91761142294112,155.1626310993601,155.6220025551478,187.8481459031339,>=40%,All Months,LTM,South Sudan,26.706614140347973,91.16971585917557,64.45228669597222,544.4493342838261,1019.8620183639948
Sorghum (local),7000.0,8806.668,9879.165,10810.415,none,All Months,Nominal,South Sudan,5583.335,8016.665,1862.5,14480.459211317859,20805.508716969787
Sorghum (local),7000.0,8806.668,9879.165,10810.415,>=40%,All Months,Nominal,South Sudan,5583.335,8016.665,1862.5,14480.459211317859,20805.508716969787
"Beans (fava, dry)",230.43318156887676,544.6046151633989,627.4307168302203,727.4625734752299,none,All Months,YOY,South Sudan,95.89845942083804,427.36700354020104,200.0637132900192,688.0322056837326,1064.628185536989
"Beans (fava, dry)",230.43318156887676,544.6046151633989,627.4307168302203,727.4625734752299,>=40%,All Months,YOY,South Sudan,95.89845942083804,427.36700354020104,200.0637132900192,688.0322056837326,1064.628185536989
"Beans (fava, dry)",190.60585370166737,666.5698919516294,707.8416815297045,863.5872311228964,none,All Months,LTM,South Sudan,79.18724741805119,396.35058234332075,311.49109918638374,345.68768009787675,607.4404886767054
"Beans (fava, dry)",190.60585370166737,666.5698919516294,707.8416815297045,863.5872311228964,>=40%,All Months,LTM,South Sudan,79.18724741805119,396.35058234332075,311.49109918638374,345.68768009787675,607.4404886767054
"Beans (fava, dry)",,,,,none,All Months,FIVE_YEAR,South Sudan,,,,,
"Beans (fava, dry)",2031.25,2949.619,3135.49,3507.2625,none,All Months,Nominal,South Sudan,1917.3912500000001,2391.9449999999997,743.5450000000001,13131.9918815261,20079.474382521228
"Beans (fava, dry)",2031.25,2949.619,3135.49,3507.2625,>=40%,All Months,Nominal,South Sudan,1917.3912500000001,2391.9449999999997,743.5450000000001,13131.9918815261,20079.474382521228
"Sorghum (red, local)",159.27007923388243,315.7476923076923,327.5496488832194,384.1283988832194,none,All Months,YOY,South Sudan,85.71428571428571,214.39214888321936,113.15750000000003,256.89013266386735,392.8486149612312
"Sorghum (red, local)",159.27007923388243,315.7476923076923,327.5496488832194,384.1283988832194,>=40%,All Months,YOY,South Sudan,85.71428571428571,214.39214888321936,113.15750000000003,256.89013266386735,392.8486149612312
"Sorghum (red, local)",53.66733523769012,115.94936708860757,124.15747892398522,145.53035901097786,none,All Months,LTM,South Sudan,40.685882352941164,81.41171874999999,42.74576017398523,67.65123973054031,125.31105719734924
"Sorghum (red, local)",53.66733523769012,115.94936708860757,124.15747892398522,145.53035901097786,>=40%,All Months,LTM,South Sudan,40.685882352941164,81.41171874999999,42.74576017398523,67.65123973054031,125.31105719734924
"Sorghum (red, local)",987.5,1456.296,1588.7975000000001,1786.7137500000001,none,All Months,Nominal,South Sudan,804.165,1192.9650000000001,395.8325,2647.8442455468876,3704.3044714859316
"Sorghum (red, local)",987.5,1456.296,1588.7975000000001,1786.7137500000001,>=40%,All Months,Nominal,South Sudan,804.165,1192.9650000000001,395.8325,2647.8442455468876,3704.3044714859316
"Wage (non-qualified labour, agricultural)",82.71208333333334,178.67144230769233,188.9425070492619,222.47626057389286,none,All Months,YOY,South Sudan,50.0,121.875,67.0675070492619,184.46570828146648,287.5042795898145
"Wage (non-qualified labour, agricultural)",82.71208333333334,178.67144230769233,188.9425070492619,222.47626057389286,>=40%,All Months,YOY,South Sudan,50.0,121.875,67.0675070492619,184.46570828146648,287.5042795898145
"Wage (non-qualified labour, agricultural)",35.59310572198118,111.00396926766558,114.01314682248992,136.17440981983214,none,All Months,LTM,South Sudan,20.395738136762258,69.69062082780545,44.32252599468447,67.50989716818475,125.09609176826571
"Wage (non-qualified labour, agricultural)",36.05107630882723,111.66666666666667,119.34414254452713,141.9792138167907,>=40%,All Months,LTM,South Sudan,20.791476273524516,74.07400000000001,45.27014254452712,67.50989716818475,125.09609176826571
"Wage (non-qualified labour, agricultural)",2000.0,3447.0600000000004,3991.67,4575.005,none,All Months,Nominal,South Sudan,1425.0,2825.0,1166.67,4436.142750741248,6130.765011286418
"Wage (non-qualified labour, agricultural)",2000.0,3447.0600000000004,3991.67,4575.005,>=40%,All Months,Nominal,South Sudan,1425.0,2825.0,1166.67,4436.142750741248,6130.765011286418
Cowpeas,74.29452200378158,228.22117795869457,246.43023760774787,294.6453564116218,none,All Months,YOY,South Sudan,46.35410690444725,150.0,96.43023760774786,268.8748647869756,423.14830286559067
Cowpeas,74.29452200378158,228.22117795869457,246.43023760774787,294.6453564116218,>=40%,All Months,YOY,South Sudan,46.35410690444725,150.0,96.43023760774786,268.8748647869756,423.14830286559067
Cowpeas,44.12718364617973,106.77001771432764,120.29148202184595,144.72293731848322,none,All Months,LTM,South Sudan,28.022296286830645,71.42857142857143,48.86291059327453,66.32174494663113,124.55265539584052
Cowpeas,44.12718364617973,106.77001771432764,120.29148202184595,144.72293731848322,>=40%,All Months,LTM,South Sudan,28.022296286830645,71.42857142857143,48.86291059327453,66.32174494663113,124.55265539584052
Cowpeas,2153.0,3152.5,4153.625,4789.8125,none,All Months,Nominal,South Sudan,1483.335,2881.25,1272.375,4148.4129579046585,5789.843756718408
Cowpeas,2153.0,3152.5,4153.625,4789.8125,>=40%,All Months,Nominal,South Sudan,1483.335,2881.25,1272.375,4148.4129579046585,5789.843756718408
Sorghum flour,138.26666666666668,225.42983147742348,235.2558744713997,267.4523117070995,none,All Months,YOY,South Sudan,107.82793360940838,170.863,64.3928744713997,256.9706499245675,403.4474641529038
Sorghum flour,138.26666666666668,225.42983147742348,235.2558744713997,267.4523117070995,>=40%,All Months,YOY,South Sudan,107.82793360940838,170.863,64.3928744713997,256.9706499245675,403.4474641529038
Sorghum flour,74.4339965214761,152.87204545454549,195.64994283056564,231.1351927601989,none,All Months,LTM,South Sudan,45.82413883645562,124.6794429712991,70.97049985926654,74.67526261269359,136.13843248299665
Sorghum flour,74.4339965214761,152.87204545454549,195.64994283056564,231.1351927601989,>=40%,All Months,LTM,South Sudan,45.82413883645562,124.6794429712991,70.97049985926654,74.67526261269359,136.13843248299665
Sorghum flour,575.0,825.0,875.3375,981.755,none,All Months,Nominal,South Sudan,500.0,662.5024999999999,212.83500000000004,1657.664354988332,2380.4872969331855
Sorghum flour,575.0,825.0,875.3375,981.755,>=40%,All Months,Nominal,South Sudan,500.0,662.5024999999999,212.83500000000004,1657.664354988332,2380.4872969331855
percent_area_flooded,1.26664484975,12.500030381050008,11.85340135309375,14.760781386890624,none,All Months,none,South Sudan,0.18955308237500001,6.0386412855,5.81476006759375,12.787808930769302,20.95229824578386
percent_area_flooded,1.26664484975,12.500030381050008,11.85340135309375,14.760781386890624,>=40%,All Months,none,South Sudan,0.18955308237500001,6.0386412855,5.81476006759375,12.787808930769302,20.95229824578386
Exchange rate,,,,,none,All Months,YOY,South Sudan,,,,,
Exchange rate,,,,,none,All Months,LTM,South Sudan,,,,23.27356330677665,46.5471266135533
Exchange rate,,,,,none,All Months,Nominal,South Sudan,,,,4853.841178514238,6010.153690361809
