country,year_month,adm1_name,baseline_method,value,indicator
Afghanistan,2017-01,Badakhshan,none,15.0,conflict_events
Afghanistan,2017-01,Badghis,none,17.0,conflict_events
Afghanistan,2017-01,Baghlan,none,13.0,conflict_events
Afghanistan,2017-01,Balkh,none,10.0,conflict_events
Afghanistan,2017-01,Daykundi,none,2.0,conflict_events
Afghanistan,2017-01,Farah,none,45.0,conflict_events
Afghanistan,2017-01,Faryab,none,32.0,conflict_events
Afghanistan,2017-01,Ghazni,none,52.0,conflict_events
Afghanistan,2017-01,Kabul,none,12.0,conflict_events
Afghanistan,2017-01,Kandahar,none,66.0,conflict_events
Afghanistan,2017-01,Kapisa,none,38.0,conflict_events
Afghanistan,2017-01,Khost,none,20.0,conflict_events
Afghanistan,2017-01,Kunar,none,36.0,conflict_events
Afghanistan,2017-01,Kunduz,none,33.0,conflict_events
Afghanistan,2017-01,Laghman,none,17.0,conflict_events
Afghanistan,2017-01,Logar,none,27.0,conflict_events
Afghanistan,2017-01,Maidan Wardak,none,13.0,conflict_events
Afghanistan,2017-01,Nangarhar,none,120.0,conflict_events
Afghanistan,2017-01,Nuristan,none,2.0,conflict_events
Afghanistan,2017-01,Paktika,none,15.0,conflict_events
Afghanistan,2017-01,Parwan,none,4.0,conflict_events
Afghanistan,2017-01,Samangan,none,4.0,conflict_events
Afghanistan,2017-01,Sar-e-Pul,none,13.0,conflict_events
Afghanistan,2017-01,Takhar,none,1.0,conflict_events
Afghanistan,2017-01,Zabul,none,29.0,conflict_events
Afghanistan,2017-02,Badakhshan,none,7.0,conflict_events
Afghanistan,2017-02,Badghis,none,8.0,conflict_events
Afghanistan,2017-02,Baghlan,none,10.0,conflict_events
Afghanistan,2017-02,Bamyan,none,2.0,conflict_events
Afghanistan,2017-02,Daykundi,none,4.0,conflict_events
Afghanistan,2017-02,Farah,none,28.0,conflict_events
Afghanistan,2017-02,Faryab,none,36.0,conflict_events
Afghanistan,2017-02,Ghazni,none,39.0,conflict_events
Afghanistan,2017-02,Kabul,none,7.0,conflict_events
Afghanistan,2017-02,Kandahar,none,49.0,conflict_events
Afghanistan,2017-02,Kapisa,none,24.0,conflict_events
Afghanistan,2017-02,Khost,none,25.0,conflict_events
Afghanistan,2017-02,Kunar,none,41.0,conflict_events
Afghanistan,2017-02,Kunduz,none,23.0,conflict_events
Afghanistan,2017-02,Laghman,none,30.0,conflict_events
Afghanistan,2017-02,Logar,none,12.0,conflict_events
Afghanistan,2017-02,Maidan Wardak,none,7.0,conflict_events
Afghanistan,2017-02,Nangarhar,none,110.0,conflict_events
Afghanistan,2017-02,Nuristan,none,9.0,conflict_events
Afghanistan,2017-02,Paktika,none,19.0,conflict_events
Afghanistan,2017-02,Samangan,none,3.0,conflict_events
Afghanistan,2017-02,Sar-e-Pul,none,5.0,conflict_events
Afghanistan,2017-02,Takhar,none,12.0,conflict_events
Afghanistan,2017-02,Zabul,none,9.0,conflict_events
Afghanistan,2017-03,Badakhshan,none,3.0,conflict_events
Afghanistan,2017-03,Badghis,none,36.0,conflict_events
Afghanistan,2017-03,Baghlan,none,38.0,conflict_events
Afghanistan,2017-03,Balkh,none,12.0,conflict_events
Afghanistan,2017-03,Daykundi,none,1.0,conflict_events
Afghanistan,2017-03,Farah,none,51.0,conflict_events
Afghanistan,2017-03,Faryab,none,54.0,conflict_events
Afghanistan,2017-03,Ghazni,none,67.0,conflict_events
Afghanistan,2017-03,Ghor,none,1.0,conflict_events
Afghanistan,2017-03,Kabul,none,23.0,conflict_events
Afghanistan,2017-03,Kandahar,none,68.0,conflict_events
Afghanistan,2017-03,Kapisa,none,22.0,conflict_events
Afghanistan,2017-03,Khost,none,47.0,conflict_events
Afghanistan,2017-03,Kunar,none,65.0,conflict_events
Afghanistan,2017-03,Kunduz,none,37.0,conflict_events
Afghanistan,2017-03,Laghman,none,51.0,conflict_events
Afghanistan,2017-03,Logar,none,41.0,conflict_events
Afghanistan,2017-03,Maidan Wardak,none,37.0,conflict_events
Afghanistan,2017-03,Nangarhar,none,168.0,conflict_events
Afghanistan,2017-03,Nuristan,none,12.0,conflict_events
Afghanistan,2017-03,Paktika,none,25.0,conflict_events
Afghanistan,2017-03,Parwan,none,6.0,conflict_events
Afghanistan,2017-03,Samangan,none,4.0,conflict_events
Afghanistan,2017-03,Sar-e-Pul,none,1.0,conflict_events
Afghanistan,2017-03,Takhar,none,16.0,conflict_events
Afghanistan,2017-03,Zabul,none,39.0,conflict_events
Afghanistan,2017-04,Badakhshan,none,7.0,conflict_events
Afghanistan,2017-04,Badghis,none,34.0,conflict_events
Afghanistan,2017-04,Baghlan,none,13.0,conflict_events
Afghanistan,2017-04,Balkh,none,20.0,conflict_events
Afghanistan,2017-04,Bamyan,none,1.0,conflict_events
Afghanistan,2017-04,Farah,none,27.0,conflict_events
Afghanistan,2017-04,Faryab,none,35.0,conflict_events
Afghanistan,2017-04,Ghazni,none,90.0,conflict_events
Afghanistan,2017-04,Ghor,none,9.0,conflict_events
Afghanistan,2017-04,Kabul,none,18.0,conflict_events
Afghanistan,2017-04,Kandahar,none,42.0,conflict_events
Afghanistan,2017-04,Kapisa,none,15.0,conflict_events
Afghanistan,2017-04,Khost,none,39.0,conflict_events
Afghanistan,2017-04,Kunar,none,53.0,conflict_events
Afghanistan,2017-04,Kunduz,none,49.0,conflict_events
Afghanistan,2017-04,Laghman,none,34.0,conflict_events
Afghanistan,2017-04,Logar,none,37.0,conflict_events
Afghanistan,2017-04,Maidan Wardak,none,69.0,conflict_events
Afghanistan,2017-04,Nangarhar,none,125.0,conflict_events
Afghanistan,2017-04,Nuristan,none,23.0,conflict_events
Afghanistan,2017-04,Paktika,none,31.0,conflict_events
Afghanistan,2017-04,Parwan,none,18.0,conflict_events
Afghanistan,2017-04,Samangan,none,5.0,conflict_events
Afghanistan,2017-04,Sar-e-Pul,none,16.0,conflict_events
Afghanistan,2017-04,Takhar,none,15.0,conflict_events
Afghanistan,2017-04,Zabul,none,38.0,conflict_events
Afghanistan,2017-05,Badakhshan,none,31.0,conflict_events
Afghanistan,2017-05,Badghis,none,34.0,conflict_events
Afghanistan,2017-05,Baghlan,none,27.0,conflict_events
Afghanistan,2017-05,Balkh,none,12.0,conflict_events
Afghanistan,2017-05,Daykundi,none,1.0,conflict_events
Afghanistan,2017-05,Farah,none,32.0,conflict_events
Afghanistan,2017-05,Faryab,none,66.0,conflict_events
Afghanistan,2017-05,Ghazni,none,98.0,conflict_events
Afghanistan,2017-05,Ghor,none,12.0,conflict_events
Afghanistan,2017-05,Kabul,none,31.0,conflict_events
Afghanistan,2017-05,Kandahar,none,94.0,conflict_events
Afghanistan,2017-05,Kapisa,none,14.0,conflict_events
Afghanistan,2017-05,Khost,none,59.0,conflict_events
Afghanistan,2017-05,Kunar,none,26.0,conflict_events
Afghanistan,2017-05,Kunduz,none,57.0,conflict_events
Afghanistan,2017-05,Laghman,none,21.0,conflict_events
Afghanistan,2017-05,Logar,none,32.0,conflict_events
Afghanistan,2017-05,Maidan Wardak,none,70.0,conflict_events
Afghanistan,2017-05,Nangarhar,none,115.0,conflict_events
Afghanistan,2017-05,Nuristan,none,15.0,conflict_events
Afghanistan,2017-05,Paktika,none,21.0,conflict_events
Afghanistan,2017-05,Parwan,none,8.0,conflict_events
Afghanistan,2017-05,Samangan,none,5.0,conflict_events
Afghanistan,2017-05,Sar-e-Pul,none,6.0,conflict_events
Afghanistan,2017-05,Takhar,none,16.0,conflict_events
Afghanistan,2017-05,Zabul,none,60.0,conflict_events
Afghanistan,2017-06,Badakhshan,none,9.0,conflict_events
Afghanistan,2017-06,Badghis,none,25.0,conflict_events
Afghanistan,2017-06,Baghlan,none,9.0,conflict_events
Afghanistan,2017-06,Balkh,none,4.0,conflict_events
Afghanistan,2017-06,Bamyan,none,2.0,conflict_events
Afghanistan,2017-06,Daykundi,none,1.0,conflict_events
Afghanistan,2017-06,Farah,none,35.0,conflict_events
Afghanistan,2017-06,Faryab,none,50.0,conflict_events
Afghanistan,2017-06,Ghazni,none,67.0,conflict_events
Afghanistan,2017-06,Ghor,none,7.0,conflict_events
Afghanistan,2017-06,Kabul,none,22.0,conflict_events
Afghanistan,2017-06,Kandahar,none,58.0,conflict_events
Afghanistan,2017-06,Kapisa,none,14.0,conflict_events
Afghanistan,2017-06,Khost,none,30.0,conflict_events
Afghanistan,2017-06,Kunar,none,22.0,conflict_events
Afghanistan,2017-06,Kunduz,none,23.0,conflict_events
Afghanistan,2017-06,Laghman,none,8.0,conflict_events
Afghanistan,2017-06,Logar,none,38.0,conflict_events
Afghanistan,2017-06,Maidan Wardak,none,69.0,conflict_events
Afghanistan,2017-06,Nangarhar,none,85.0,conflict_events
Afghanistan,2017-06,Nuristan,none,9.0,conflict_events
Afghanistan,2017-06,Paktika,none,24.0,conflict_events
Afghanistan,2017-06,Parwan,none,6.0,conflict_events
Afghanistan,2017-06,Samangan,none,6.0,conflict_events
Afghanistan,2017-06,Sar-e-Pul,none,2.0,conflict_events
Afghanistan,2017-06,Takhar,none,11.0,conflict_events
Afghanistan,2017-06,Zabul,none,29.0,conflict_events
Afghanistan,2017-07,Badakhshan,none,20.0,conflict_events
Afghanistan,2017-07,Badghis,none,41.0,conflict_events
Afghanistan,2017-07,Baghlan,none,33.0,conflict_events
Afghanistan,2017-07,Balkh,none,33.0,conflict_events
Afghanistan,2017-07,Daykundi,none,2.0,conflict_events
Afghanistan,2017-07,Farah,none,38.0,conflict_events
Afghanistan,2017-07,Faryab,none,86.0,conflict_events
Afghanistan,2017-07,Ghazni,none,73.0,conflict_events
Afghanistan,2017-07,Ghor,none,20.0,conflict_events
Afghanistan,2017-07,Kabul,none,42.0,conflict_events
Afghanistan,2017-07,Kandahar,none,94.0,conflict_events
Afghanistan,2017-07,Kapisa,none,13.0,conflict_events
Afghanistan,2017-07,Khost,none,32.0,conflict_events
Afghanistan,2017-07,Kunar,none,40.0,conflict_events
Afghanistan,2017-07,Kunduz,none,84.0,conflict_events
Afghanistan,2017-07,Laghman,none,32.0,conflict_events
Afghanistan,2017-07,Logar,none,48.0,conflict_events
Afghanistan,2017-07,Maidan Wardak,none,40.0,conflict_events
Afghanistan,2017-07,Nangarhar,none,115.0,conflict_events
Afghanistan,2017-07,Nuristan,none,6.0,conflict_events
Afghanistan,2017-07,Paktika,none,25.0,conflict_events
Afghanistan,2017-07,Parwan,none,15.0,conflict_events
Afghanistan,2017-07,Samangan,none,4.0,conflict_events
Afghanistan,2017-07,Sar-e-Pul,none,2.0,conflict_events
Afghanistan,2017-07,Takhar,none,9.0,conflict_events
Afghanistan,2017-07,Zabul,none,38.0,conflict_events
Afghanistan,2017-08,Badakhshan,none,17.0,conflict_events
Afghanistan,2017-08,Badghis,none,52.0,conflict_events
Afghanistan,2017-08,Baghlan,none,23.0,conflict_events
Afghanistan,2017-08,Balkh,none,30.0,conflict_events
Afghanistan,2017-08,Daykundi,none,3.0,conflict_events
Afghanistan,2017-08,Farah,none,21.0,conflict_events
Afghanistan,2017-08,Faryab,none,51.0,conflict_events
Afghanistan,2017-08,Ghazni,none,127.0,conflict_events
Afghanistan,2017-08,Ghor,none,17.0,conflict_events
Afghanistan,2017-08,Kabul,none,37.0,conflict_events
Afghanistan,2017-08,Kandahar,none,87.0,conflict_events
Afghanistan,2017-08,Kapisa,none,23.0,conflict_events
Afghanistan,2017-08,Khost,none,44.0,conflict_events
Afghanistan,2017-08,Kunar,none,47.0,conflict_events
Afghanistan,2017-08,Kunduz,none,44.0,conflict_events
Afghanistan,2017-08,Laghman,none,25.0,conflict_events
Afghanistan,2017-08,Logar,none,60.0,conflict_events
Afghanistan,2017-08,Maidan Wardak,none,98.0,conflict_events
Afghanistan,2017-08,Nangarhar,none,87.0,conflict_events
Afghanistan,2017-08,Nuristan,none,7.0,conflict_events
Afghanistan,2017-08,Paktika,none,46.0,conflict_events
Afghanistan,2017-08,Parwan,none,16.0,conflict_events
Afghanistan,2017-08,Samangan,none,1.0,conflict_events
Afghanistan,2017-08,Sar-e-Pul,none,24.0,conflict_events
Afghanistan,2017-08,Takhar,none,10.0,conflict_events
Afghanistan,2017-08,Zabul,none,50.0,conflict_events
Afghanistan,2017-09,Badakhshan,none,11.0,conflict_events
Afghanistan,2017-09,Badghis,none,24.0,conflict_events
Afghanistan,2017-09,Baghlan,none,10.0,conflict_events
Afghanistan,2017-09,Balkh,none,16.0,conflict_events
Afghanistan,2017-09,Bamyan,none,2.0,conflict_events
Afghanistan,2017-09,Daykundi,none,3.0,conflict_events
Afghanistan,2017-09,Farah,none,50.0,conflict_events
Afghanistan,2017-09,Faryab,none,52.0,conflict_events
Afghanistan,2017-09,Ghazni,none,86.0,conflict_events
Afghanistan,2017-09,Ghor,none,7.0,conflict_events
Afghanistan,2017-09,Kabul,none,24.0,conflict_events
Afghanistan,2017-09,Kandahar,none,63.0,conflict_events
Afghanistan,2017-09,Kapisa,none,18.0,conflict_events
Afghanistan,2017-09,Khost,none,17.0,conflict_events
Afghanistan,2017-09,Kunar,none,35.0,conflict_events
Afghanistan,2017-09,Kunduz,none,29.0,conflict_events
Afghanistan,2017-09,Laghman,none,29.0,conflict_events
Afghanistan,2017-09,Logar,none,37.0,conflict_events
Afghanistan,2017-09,Maidan Wardak,none,47.0,conflict_events
Afghanistan,2017-09,Nangarhar,none,100.0,conflict_events
Afghanistan,2017-09,Nuristan,none,9.0,conflict_events
Afghanistan,2017-09,Paktika,none,21.0,conflict_events
Afghanistan,2017-09,Parwan,none,14.0,conflict_events
Afghanistan,2017-09,Samangan,none,3.0,conflict_events
Afghanistan,2017-09,Sar-e-Pul,none,6.0,conflict_events
Afghanistan,2017-09,Takhar,none,10.0,conflict_events
Afghanistan,2017-09,Zabul,none,20.0,conflict_events
Afghanistan,2017-10,Badakhshan,none,27.0,conflict_events
Afghanistan,2017-10,Badghis,none,36.0,conflict_events
Afghanistan,2017-10,Baghlan,none,25.0,conflict_events
Afghanistan,2017-10,Balkh,none,30.0,conflict_events
Afghanistan,2017-10,Bamyan,none,1.0,conflict_events
Afghanistan,2017-10,Daykundi,none,1.0,conflict_events
Afghanistan,2017-10,Farah,none,28.0,conflict_events
Afghanistan,2017-10,Faryab,none,46.0,conflict_events
Afghanistan,2017-10,Ghazni,none,91.0,conflict_events
Afghanistan,2017-10,Ghor,none,25.0,conflict_events
Afghanistan,2017-10,Kabul,none,24.0,conflict_events
Afghanistan,2017-10,Kandahar,none,101.0,conflict_events
Afghanistan,2017-10,Kapisa,none,19.0,conflict_events
Afghanistan,2017-10,Khost,none,23.0,conflict_events
Afghanistan,2017-10,Kunar,none,36.0,conflict_events
Afghanistan,2017-10,Kunduz,none,43.0,conflict_events
Afghanistan,2017-10,Laghman,none,20.0,conflict_events
Afghanistan,2017-10,Logar,none,48.0,conflict_events
Afghanistan,2017-10,Maidan Wardak,none,47.0,conflict_events
Afghanistan,2017-10,Nangarhar,none,119.0,conflict_events
Afghanistan,2017-10,Nuristan,none,5.0,conflict_events
Afghanistan,2017-10,Paktika,none,31.0,conflict_events
Afghanistan,2017-10,Parwan,none,17.0,conflict_events
Afghanistan,2017-10,Samangan,none,4.0,conflict_events
Afghanistan,2017-10,Sar-e-Pul,none,5.0,conflict_events
Afghanistan,2017-10,Takhar,none,8.0,conflict_events
Afghanistan,2017-10,Zabul,none,36.0,conflict_events
Afghanistan,2017-11,Badakhshan,none,4.0,conflict_events
Afghanistan,2017-11,Badghis,none,22.0,conflict_events
Afghanistan,2017-11,Baghlan,none,16.0,conflict_events
Afghanistan,2017-11,Balkh,none,19.0,conflict_events
Afghanistan,2017-11,Daykundi,none,4.0,conflict_events
Afghanistan,2017-11,Farah,none,37.0,conflict_events
Afghanistan,2017-11,Faryab,none,37.0,conflict_events
Afghanistan,2017-11,Ghazni,none,80.0,conflict_events
Afghanistan,2017-11,Ghor,none,1.0,conflict_events
Afghanistan,2017-11,Kabul,none,18.0,conflict_events
Afghanistan,2017-11,Kandahar,none,55.0,conflict_events
Afghanistan,2017-11,Kapisa,none,23.0,conflict_events
Afghanistan,2017-11,Khost,none,44.0,conflict_events
Afghanistan,2017-11,Kunar,none,36.0,conflict_events
Afghanistan,2017-11,Kunduz,none,18.0,conflict_events
Afghanistan,2017-11,Laghman,none,25.0,conflict_events
Afghanistan,2017-11,Logar,none,30.0,conflict_events
Afghanistan,2017-11,Maidan Wardak,none,56.0,conflict_events
Afghanistan,2017-11,Nangarhar,none,117.0,conflict_events
Afghanistan,2017-11,Nuristan,none,2.0,conflict_events
Afghanistan,2017-11,Paktika,none,17.0,conflict_events
Afghanistan,2017-11,Parwan,none,7.0,conflict_events
Afghanistan,2017-11,Samangan,none,3.0,conflict_events
Afghanistan,2017-11,Sar-e-Pul,none,2.0,conflict_events
Afghanistan,2017-11,Takhar,none,7.0,conflict_events
Afghanistan,2017-11,Zabul,none,26.0,conflict_events
Afghanistan,2017-12,Badakhshan,none,2.0,conflict_events
Afghanistan,2017-12,Badghis,none,25.0,conflict_events
Afghanistan,2017-12,Baghlan,none,10.0,conflict_events
Afghanistan,2017-12,Balkh,none,19.0,conflict_events
Afghanistan,2017-12,Daykundi,none,2.0,conflict_events
Afghanistan,2017-12,Farah,none,44.0,conflict_events
Afghanistan,2017-12,Faryab,none,43.0,conflict_events
Afghanistan,2017-12,Ghazni,none,113.0,conflict_events
Afghanistan,2017-12,Ghor,none,3.0,conflict_events
Afghanistan,2017-12,Kabul,none,17.0,conflict_events
Afghanistan,2017-12,Kandahar,none,61.0,conflict_events
Afghanistan,2017-12,Kapisa,none,6.0,conflict_events
Afghanistan,2017-12,Khost,none,26.0,conflict_events
Afghanistan,2017-12,Kunar,none,42.0,conflict_events
Afghanistan,2017-12,Kunduz,none,13.0,conflict_events
Afghanistan,2017-12,Laghman,none,26.0,conflict_events
Afghanistan,2017-12,Logar,none,29.0,conflict_events
Afghanistan,2017-12,Maidan Wardak,none,29.0,conflict_events
Afghanistan,2017-12,Nangarhar,none,126.0,conflict_events
Afghanistan,2017-12,Nuristan,none,9.0,conflict_events
Afghanistan,2017-12,Paktika,none,24.0,conflict_events
Afghanistan,2017-12,Parwan,none,8.0,conflict_events
Afghanistan,2017-12,Samangan,none,1.0,conflict_events
Afghanistan,2017-12,Sar-e-Pul,none,10.0,conflict_events
Afghanistan,2017-12,Takhar,none,5.0,conflict_events
Afghanistan,2017-12,Zabul,none,38.0,conflict_events
Afghanistan,2018-01,Badakhshan,none,4.0,conflict_events
Afghanistan,2018-01,Badghis,none,21.0,conflict_events
Afghanistan,2018-01,Baghlan,none,23.0,conflict_events
Afghanistan,2018-01,Balkh,none,25.0,conflict_events
Afghanistan,2018-01,Daykundi,none,4.0,conflict_events
Afghanistan,2018-01,Farah,none,63.0,conflict_events
Afghanistan,2018-01,Faryab,none,60.0,conflict_events
Afghanistan,2018-01,Ghazni,none,96.0,conflict_events
Afghanistan,2018-01,Ghor,none,10.0,conflict_events
Afghanistan,2018-01,Kabul,none,22.0,conflict_events
Afghanistan,2018-01,Kandahar,none,53.0,conflict_events
Afghanistan,2018-01,Kapisa,none,13.0,conflict_events
Afghanistan,2018-01,Khost,none,36.0,conflict_events
Afghanistan,2018-01,Kunar,none,58.0,conflict_events
Afghanistan,2018-01,Kunduz,none,39.0,conflict_events
Afghanistan,2018-01,Laghman,none,42.0,conflict_events
Afghanistan,2018-01,Logar,none,29.0,conflict_events
Afghanistan,2018-01,Maidan Wardak,none,23.0,conflict_events
Afghanistan,2018-01,Nangarhar,none,128.0,conflict_events
Afghanistan,2018-01,Nuristan,none,24.0,conflict_events
Afghanistan,2018-01,Paktika,none,14.0,conflict_events
Afghanistan,2018-01,Parwan,none,4.0,conflict_events
Afghanistan,2018-01,Samangan,none,3.0,conflict_events
Afghanistan,2018-01,Sar-e-Pul,none,6.0,conflict_events
Afghanistan,2018-01,Takhar,none,4.0,conflict_events
Afghanistan,2018-01,Zabul,none,36.0,conflict_events
Afghanistan,2018-02,Badakhshan,none,10.0,conflict_events
Afghanistan,2018-02,Badghis,none,28.0,conflict_events
Afghanistan,2018-02,Baghlan,none,11.0,conflict_events
Afghanistan,2018-02,Balkh,none,18.0,conflict_events
Afghanistan,2018-02,Daykundi,none,1.0,conflict_events
Afghanistan,2018-02,Farah,none,52.0,conflict_events
Afghanistan,2018-02,Faryab,none,46.0,conflict_events
Afghanistan,2018-02,Ghazni,none,71.0,conflict_events
Afghanistan,2018-02,Ghor,none,3.0,conflict_events
Afghanistan,2018-02,Kabul,none,7.0,conflict_events
Afghanistan,2018-02,Kandahar,none,30.0,conflict_events
Afghanistan,2018-02,Kapisa,none,10.0,conflict_events
Afghanistan,2018-02,Khost,none,27.0,conflict_events
Afghanistan,2018-02,Kunar,none,53.0,conflict_events
Afghanistan,2018-02,Kunduz,none,14.0,conflict_events
Afghanistan,2018-02,Laghman,none,38.0,conflict_events
Afghanistan,2018-02,Logar,none,34.0,conflict_events
Afghanistan,2018-02,Maidan Wardak,none,22.0,conflict_events
Afghanistan,2018-02,Nangarhar,none,104.0,conflict_events
Afghanistan,2018-02,Nuristan,none,5.0,conflict_events
Afghanistan,2018-02,Paktika,none,19.0,conflict_events
Afghanistan,2018-02,Parwan,none,5.0,conflict_events
Afghanistan,2018-02,Samangan,none,3.0,conflict_events
Afghanistan,2018-02,Sar-e-Pul,none,3.0,conflict_events
Afghanistan,2018-02,Takhar,none,24.0,conflict_events
Afghanistan,2018-02,Zabul,none,38.0,conflict_events
Afghanistan,2018-03,Badakhshan,none,10.0,conflict_events
Afghanistan,2018-03,Badghis,none,24.0,conflict_events
Afghanistan,2018-03,Baghlan,none,16.0,conflict_events
Afghanistan,2018-03,Balkh,none,23.0,conflict_events
Afghanistan,2018-03,Daykundi,none,2.0,conflict_events
Afghanistan,2018-03,Farah,none,40.0,conflict_events
Afghanistan,2018-03,Faryab,none,47.0,conflict_events
Afghanistan,2018-03,Ghazni,none,74.0,conflict_events
Afghanistan,2018-03,Ghor,none,3.0,conflict_events
Afghanistan,2018-03,Kabul,none,19.0,conflict_events
Afghanistan,2018-03,Kandahar,none,55.0,conflict_events
Afghanistan,2018-03,Kapisa,none,14.0,conflict_events
Afghanistan,2018-03,Khost,none,28.0,conflict_events
Afghanistan,2018-03,Kunar,none,52.0,conflict_events
Afghanistan,2018-03,Kunduz,none,21.0,conflict_events
Afghanistan,2018-03,Laghman,none,26.0,conflict_events
Afghanistan,2018-03,Logar,none,24.0,conflict_events
Afghanistan,2018-03,Maidan Wardak,none,26.0,conflict_events
Afghanistan,2018-03,Nangarhar,none,126.0,conflict_events
Afghanistan,2018-03,Nuristan,none,5.0,conflict_events
Afghanistan,2018-03,Paktika,none,20.0,conflict_events
Afghanistan,2018-03,Parwan,none,6.0,conflict_events
Afghanistan,2018-03,Samangan,none,2.0,conflict_events
Afghanistan,2018-03,Sar-e-Pul,none,1.0,conflict_events
Afghanistan,2018-03,Takhar,none,11.0,conflict_events
Afghanistan,2018-03,Zabul,none,29.0,conflict_events
Afghanistan,2018-04,Badakhshan,none,16.0,conflict_events
Afghanistan,2018-04,Badghis,none,42.0,conflict_events
Afghanistan,2018-04,Baghlan,none,28.0,conflict_events
Afghanistan,2018-04,Balkh,none,28.0,conflict_events
Afghanistan,2018-04,Daykundi,none,1.0,conflict_events
Afghanistan,2018-04,Farah,none,45.0,conflict_events
Afghanistan,2018-04,Faryab,none,68.0,conflict_events
Afghanistan,2018-04,Ghazni,none,95.0,conflict_events
Afghanistan,2018-04,Ghor,none,14.0,conflict_events
Afghanistan,2018-04,Kabul,none,19.0,conflict_events
Afghanistan,2018-04,Kandahar,none,77.0,conflict_events
Afghanistan,2018-04,Kapisa,none,25.0,conflict_events
Afghanistan,2018-04,Khost,none,38.0,conflict_events
Afghanistan,2018-04,Kunar,none,57.0,conflict_events
Afghanistan,2018-04,Kunduz,none,24.0,conflict_events
Afghanistan,2018-04,Laghman,none,31.0,conflict_events
Afghanistan,2018-04,Logar,none,46.0,conflict_events
Afghanistan,2018-04,Maidan Wardak,none,40.0,conflict_events
Afghanistan,2018-04,Nangarhar,none,155.0,conflict_events
Afghanistan,2018-04,Nuristan,none,11.0,conflict_events
Afghanistan,2018-04,Paktika,none,16.0,conflict_events
Afghanistan,2018-04,Parwan,none,16.0,conflict_events
Afghanistan,2018-04,Samangan,none,2.0,conflict_events
Afghanistan,2018-04,Sar-e-Pul,none,12.0,conflict_events
Afghanistan,2018-04,Takhar,none,9.0,conflict_events
Afghanistan,2018-04,Zabul,none,46.0,conflict_events
Afghanistan,2018-05,Badakhshan,none,36.0,conflict_events
Afghanistan,2018-05,Badghis,none,37.0,conflict_events
Afghanistan,2018-05,Baghlan,none,38.0,conflict_events
Afghanistan,2018-05,Balkh,none,27.0,conflict_events
Afghanistan,2018-05,Bamyan,none,2.0,conflict_events
Afghanistan,2018-05,Daykundi,none,2.0,conflict_events
Afghanistan,2018-05,Farah,none,43.0,conflict_events
Afghanistan,2018-05,Faryab,none,80.0,conflict_events
Afghanistan,2018-05,Ghazni,none,136.0,conflict_events
Afghanistan,2018-05,Ghor,none,28.0,conflict_events
Afghanistan,2018-05,Kabul,none,31.0,conflict_events
Afghanistan,2018-05,Kandahar,none,80.0,conflict_events
Afghanistan,2018-05,Kapisa,none,14.0,conflict_events
Afghanistan,2018-05,Khost,none,27.0,conflict_events
Afghanistan,2018-05,Kunar,none,39.0,conflict_events
Afghanistan,2018-05,Kunduz,none,22.0,conflict_events
Afghanistan,2018-05,Laghman,none,35.0,conflict_events
Afghanistan,2018-05,Logar,none,71.0,conflict_events
Afghanistan,2018-05,Maidan Wardak,none,64.0,conflict_events
Afghanistan,2018-05,Nangarhar,none,159.0,conflict_events
Afghanistan,2018-05,Nuristan,none,8.0,conflict_events
Afghanistan,2018-05,Paktika,none,38.0,conflict_events
Afghanistan,2018-05,Parwan,none,13.0,conflict_events
Afghanistan,2018-05,Samangan,none,7.0,conflict_events
Afghanistan,2018-05,Sar-e-Pul,none,7.0,conflict_events
Afghanistan,2018-05,Takhar,none,18.0,conflict_events
Afghanistan,2018-05,Zabul,none,43.0,conflict_events
Afghanistan,2018-06,Badakhshan,none,12.0,conflict_events
Afghanistan,2018-06,Badghis,none,48.0,conflict_events
Afghanistan,2018-06,Baghlan,none,31.0,conflict_events
Afghanistan,2018-06,Balkh,none,24.0,conflict_events
Afghanistan,2018-06,Bamyan,none,1.0,conflict_events
Afghanistan,2018-06,Daykundi,none,4.0,conflict_events
Afghanistan,2018-06,Farah,none,61.0,conflict_events
Afghanistan,2018-06,Faryab,none,77.0,conflict_events
Afghanistan,2018-06,Ghazni,none,143.0,conflict_events
Afghanistan,2018-06,Ghor,none,6.0,conflict_events
Afghanistan,2018-06,Kabul,none,41.0,conflict_events
Afghanistan,2018-06,Kandahar,none,56.0,conflict_events
Afghanistan,2018-06,Kapisa,none,12.0,conflict_events
Afghanistan,2018-06,Khost,none,29.0,conflict_events
Afghanistan,2018-06,Kunar,none,51.0,conflict_events
Afghanistan,2018-06,Kunduz,none,33.0,conflict_events
Afghanistan,2018-06,Laghman,none,21.0,conflict_events
Afghanistan,2018-06,Logar,none,62.0,conflict_events
Afghanistan,2018-06,Maidan Wardak,none,59.0,conflict_events
Afghanistan,2018-06,Nangarhar,none,159.0,conflict_events
Afghanistan,2018-06,Nuristan,none,11.0,conflict_events
Afghanistan,2018-06,Paktika,none,40.0,conflict_events
Afghanistan,2018-06,Parwan,none,11.0,conflict_events
Afghanistan,2018-06,Sar-e-Pul,none,17.0,conflict_events
Afghanistan,2018-06,Takhar,none,21.0,conflict_events
Afghanistan,2018-06,Zabul,none,34.0,conflict_events
Afghanistan,2018-07,Badakhshan,none,13.0,conflict_events
Afghanistan,2018-07,Badghis,none,29.0,conflict_events
