adm1_name,year_month,value,indicator,date,country
Baringo,2022-11,2,conflict_events,2022-11-01,Kenya
Baringo,2022-12,3,conflict_events,2022-12-01,Kenya
Baringo,2023-01,4,conflict_events,2023-01-01,Kenya
Baringo,2023-02,4,conflict_events,2023-02-01,Kenya
Baringo,2023-03,15,conflict_events,2023-03-01,Kenya
Baringo,2023-04,7,conflict_events,2023-04-01,Kenya
Baringo,2023-05,1,conflict_events,2023-05-01,Kenya
Baringo,2023-07,2,conflict_events,2023-07-01,Kenya
Baringo,2023-08,2,conflict_events,2023-08-01,Kenya
Baringo,2023-09,2,conflict_events,2023-09-01,Kenya
Baringo,2023-10,11,conflict_events,2023-10-01,Kenya
Baringo,2023-11,5,conflict_events,2023-11-01,Kenya
Baringo,2023-12,3,conflict_events,2023-12-01,Kenya
Baringo,2024-01,5,conflict_events,2024-01-01,Kenya
Baringo,2024-02,9,conflict_events,2024-02-01,Kenya
Baringo,2024-03,14,conflict_events,2024-03-01,Kenya
Baringo,2024-04,2,conflict_events,2024-04-01,Kenya
Baringo,2024-05,4,conflict_events,2024-05-01,Kenya
Baringo,2024-06,2,conflict_events,2024-06-01,Kenya
Baringo,2024-07,3,conflict_events,2024-07-01,Kenya
Baringo,2024-09,1,conflict_events,2024-09-01,Kenya
Baringo,2024-11,1,conflict_events,2024-11-01,Kenya
Baringo,2024-12,1,conflict_events,2024-12-01,Kenya
Baringo,2025-01,1,conflict_events,2025-01-01,Kenya
Baringo,2025-02,2,conflict_events,2025-02-01,Kenya
Baringo,2025-03,9,conflict_events,2025-03-01,Kenya
Baringo,2025-04,5,conflict_events,2025-04-01,Kenya
Baringo,2025-05,2,conflict_events,2025-05-01,Kenya
Baringo,2025-06,3,conflict_events,2025-06-01,Kenya
Baringo,2025-07,2,conflict_events,2025-07-01,Kenya
Baringo,2025-09,1,conflict_events,2025-09-01,Kenya
Baringo,2026-02,1,conflict_events,2026-02-01,Kenya
Embu,2006-03,1,conflict_events,2006-03-01,Kenya
Embu,2010-11,2,conflict_events,2010-11-01,Kenya
Embu,2012-12,2,conflict_events,2012-12-01,Kenya
Embu,2013-01,1,conflict_events,2013-01-01,Kenya
Embu,2013-02,3,conflict_events,2013-02-01,Kenya
Embu,2013-04,1,conflict_events,2013-04-01,Kenya
Embu,2013-08,1,conflict_events,2013-08-01,Kenya
Embu,2013-10,1,conflict_events,2013-10-01,Kenya
Embu,2013-11,1,conflict_events,2013-11-01,Kenya
Embu,2013-12,1,conflict_events,2013-12-01,Kenya
Embu,2014-01,2,conflict_events,2014-01-01,Kenya
Embu,2014-03,2,conflict_events,2014-03-01,Kenya
Embu,2014-04,1,conflict_events,2014-04-01,Kenya
Embu,2014-10,3,conflict_events,2014-10-01,Kenya
Embu,2014-11,1,conflict_events,2014-11-01,Kenya
Embu,2014-12,2,conflict_events,2014-12-01,Kenya
Embu,2015-12,1,conflict_events,2015-12-01,Kenya
Embu,2017-07,1,conflict_events,2017-07-01,Kenya
Embu,2018-04,3,conflict_events,2018-04-01,Kenya
Embu,2018-12,2,conflict_events,2018-12-01,Kenya
Embu,2019-09,1,conflict_events,2019-09-01,Kenya
Embu,2019-10,3,conflict_events,2019-10-01,Kenya
Embu,2019-11,1,conflict_events,2019-11-01,Kenya
Embu,2019-12,1,conflict_events,2019-12-01,Kenya
Embu,2020-04,1,conflict_events,2020-04-01,Kenya
Embu,2020-05,1,conflict_events,2020-05-01,Kenya
Embu,2021-01,1,conflict_events,2021-01-01,Kenya
Embu,2021-03,1,conflict_events,2021-03-01,Kenya
Embu,2021-04,1,conflict_events,2021-04-01,Kenya
Embu,2021-08,2,conflict_events,2021-08-01,Kenya
Embu,2021-11,1,conflict_events,2021-11-01,Kenya
Embu,2022-02,1,conflict_events,2022-02-01,Kenya
Embu,2022-04,1,conflict_events,2022-04-01,Kenya
Embu,2022-05,1,conflict_events,2022-05-01,Kenya
Embu,2022-06,5,conflict_events,2022-06-01,Kenya
Embu,2022-07,1,conflict_events,2022-07-01,Kenya
Embu,2022-08,2,conflict_events,2022-08-01,Kenya
Embu,2022-09,3,conflict_events,2022-09-01,Kenya
Embu,2022-10,4,conflict_events,2022-10-01,Kenya
Embu,2022-11,1,conflict_events,2022-11-01,Kenya
Embu,2023-02,4,conflict_events,2023-02-01,Kenya
Embu,2023-04,2,conflict_events,2023-04-01,Kenya
Embu,2023-05,1,conflict_events,2023-05-01,Kenya
Embu,2024-03,2,conflict_events,2024-03-01,Kenya
Embu,2024-04,1,conflict_events,2024-04-01,Kenya
Embu,2024-05,1,conflict_events,2024-05-01,Kenya
Embu,2024-07,1,conflict_events,2024-07-01,Kenya
Embu,2024-08,3,conflict_events,2024-08-01,Kenya
Embu,2024-10,1,conflict_events,2024-10-01,Kenya
Embu,2024-11,2,conflict_events,2024-11-01,Kenya
Embu,2024-12,4,conflict_events,2024-12-01,Kenya
Embu,2025-01,5,conflict_events,2025-01-01,Kenya
Embu,2025-02,1,conflict_events,2025-02-01,Kenya
Embu,2025-03,1,conflict_events,2025-03-01,Kenya
Embu,2025-04,4,conflict_events,2025-04-01,Kenya
Embu,2025-05,1,conflict_events,2025-05-01,Kenya
Embu,2025-06,4,conflict_events,2025-06-01,Kenya
Embu,2025-07,3,conflict_events,2025-07-01,Kenya
Embu,2025-08,2,conflict_events,2025-08-01,Kenya
Embu,2025-10,3,conflict_events,2025-10-01,Kenya
Embu,2025-11,8,conflict_events,2025-11-01,Kenya
Embu,2026-02,7,conflict_events,2026-02-01,Kenya
Garissa,2000-11,1,conflict_events,2000-11-01,Kenya
Garissa,2001-04,1,conflict_events,2001-04-01,Kenya
Garissa,2001-11,1,conflict_events,2001-11-01,Kenya
Garissa,2002-06,1,conflict_events,2002-06-01,Kenya
Garissa,2006-01,1,conflict_events,2006-01-01,Kenya
Garissa,2007-01,2,conflict_events,2007-01-01,Kenya
Garissa,2007-12,1,conflict_events,2007-12-01,Kenya
Garissa,2008-03,1,conflict_events,2008-03-01,Kenya
Garissa,2008-05,1,conflict_events,2008-05-01,Kenya
Garissa,2008-12,2,conflict_events,2008-12-01,Kenya
Garissa,2010-07,1,conflict_events,2010-07-01,Kenya
Garissa,2010-10,1,conflict_events,2010-10-01,Kenya
Garissa,2011-01,1,conflict_events,2011-01-01,Kenya
Garissa,2011-02,5,conflict_events,2011-02-01,Kenya
Garissa,2011-03,4,conflict_events,2011-03-01,Kenya
Garissa,2011-06,2,conflict_events,2011-06-01,Kenya
Garissa,2011-08,1,conflict_events,2011-08-01,Kenya
Garissa,2011-10,2,conflict_events,2011-10-01,Kenya
Garissa,2011-11,5,conflict_events,2011-11-01,Kenya
Garissa,2011-12,3,conflict_events,2011-12-01,Kenya
Garissa,2012-01,4,conflict_events,2012-01-01,Kenya
Garissa,2012-02,2,conflict_events,2012-02-01,Kenya
Garissa,2012-03,2,conflict_events,2012-03-01,Kenya
Garissa,2012-05,5,conflict_events,2012-05-01,Kenya
Garissa,2012-06,4,conflict_events,2012-06-01,Kenya
Garissa,2012-07,4,conflict_events,2012-07-01,Kenya
Garissa,2012-09,2,conflict_events,2012-09-01,Kenya
