country,adm1_name,date,year_month,value,year,month
South Sudan,Abiemnhom,2002-07-01,2002-07,-0.9736284430424765,2002,7
South Sudan,Abiemnhom,2002-08-01,2002-08,-1.9060924433788136,2002,8
South Sudan,Abiemnhom,2002-09-01,2002-09,-0.1243798031919699,2002,9
South Sudan,Abiemnhom,2002-10-01,2002-10,0.35584325999240984,2002,10
South Sudan,Abiemnhom,2002-11-01,2002-11,-0.2599766629506422,2002,11
South Sudan,Abiemnhom,2002-12-01,2002-12,-0.6869862481773757,2002,12
South Sudan,Abiemnhom,2003-01-01,2003-01,-0.8241745088395092,2003,1
South Sudan,Abiemnhom,2003-02-01,2003-02,-0.8583097850802172,2003,2
South Sudan,Abiemnhom,2003-03-01,2003-03,-0.3988357714110051,2003,3
South Sudan,Abiemnhom,2003-04-01,2003-04,-1.2905622722673702,2003,4
South Sudan,Abiemnhom,2003-05-01,2003-05,-0.9209756367839378,2003,5
South Sudan,Abiemnhom,2003-06-01,2003-06,-0.3195871497589479,2003,6
South Sudan,Abiemnhom,2003-07-01,2003-07,-0.16281112337980488,2003,7
South Sudan,Abiemnhom,2003-08-01,2003-08,-0.6464418133256229,2003,8
South Sudan,Abiemnhom,2003-09-01,2003-09,-0.8677858846794082,2003,9
South Sudan,Abiemnhom,2003-10-01,2003-10,-1.297356602310309,2003,10
South Sudan,Abiemnhom,2003-11-01,2003-11,-1.413457082096877,2003,11
South Sudan,Abiemnhom,2003-12-01,2003-12,-1.1943156321352855,2003,12
South Sudan,Abiemnhom,2004-01-01,2004-01,-0.9639191656276963,2004,1
South Sudan,Abiemnhom,2004-02-01,2004-02,-0.6126855073999782,2004,2
South Sudan,Abiemnhom,2004-03-01,2004-03,-0.059103734121859285,2004,3
South Sudan,Abiemnhom,2004-04-01,2004-04,-0.44849855178137843,2004,4
South Sudan,Abiemnhom,2004-05-01,2004-05,-0.5410397337074413,2004,5
South Sudan,Abiemnhom,2004-06-01,2004-06,-0.3430683966810125,2004,6
South Sudan,Abiemnhom,2004-07-01,2004-07,-0.6335401577540505,2004,7
South Sudan,Abiemnhom,2004-08-01,2004-08,-1.303809247375702,2004,8
South Sudan,Abiemnhom,2004-09-01,2004-09,-1.3831209823543626,2004,9
South Sudan,Abiemnhom,2004-10-01,2004-10,-1.789988850925993,2004,10
South Sudan,Abiemnhom,2004-11-01,2004-11,-1.5183276571705544,2004,11
South Sudan,Abiemnhom,2004-12-01,2004-12,-1.2282356502285214,2004,12
South Sudan,Abiemnhom,2005-01-01,2005-01,-1.1360339235542172,2005,1
South Sudan,Abiemnhom,2005-02-01,2005-02,-1.1496418853020938,2005,2
South Sudan,Abiemnhom,2005-03-01,2005-03,-0.5354703518715931,2005,3
South Sudan,Abiemnhom,2005-04-01,2005-04,-1.3514956966642657,2005,4
South Sudan,Abiemnhom,2005-05-01,2005-05,-0.6982637695626323,2005,5
South Sudan,Abiemnhom,2005-06-01,2005-06,0.13328953869106472,2005,6
South Sudan,Abiemnhom,2005-07-01,2005-07,0.8245407713392685,2005,7
South Sudan,Abiemnhom,2005-08-01,2005-08,-0.13057557924184499,2005,8
South Sudan,Abiemnhom,2005-09-01,2005-09,-0.9448329125148635,2005,9
South Sudan,Abiemnhom,2005-10-01,2005-10,-1.1940502001422946,2005,10
South Sudan,Abiemnhom,2005-11-01,2005-11,-1.2359320477616822,2005,11
South Sudan,Abiemnhom,2005-12-01,2005-12,-1.2155861625395872,2005,12
South Sudan,Abiemnhom,2006-01-01,2006-01,-1.2641471123363335,2006,1
South Sudan,Abiemnhom,2006-02-01,2006-02,-1.26375350954708,2006,2
South Sudan,Abiemnhom,2006-03-01,2006-03,-0.44407173403578626,2006,3
South Sudan,Abiemnhom,2006-04-01,2006-04,0.1762130778931129,2006,4
South Sudan,Abiemnhom,2006-05-01,2006-05,1.6142194939179677,2006,5
South Sudan,Abiemnhom,2006-06-01,2006-06,1.2437487621920353,2006,6
South Sudan,Abiemnhom,2006-07-01,2006-07,-0.2310956709530798,2006,7
South Sudan,Abiemnhom,2006-08-01,2006-08,-1.8503067245813503,2006,8
South Sudan,Abiemnhom,2006-09-01,2006-09,-0.5567506540196681,2006,9
South Sudan,Abiemnhom,2006-10-01,2006-10,0.1689516754542063,2006,10
South Sudan,Abiemnhom,2006-11-01,2006-11,0.12625389411179988,2006,11
South Sudan,Abiemnhom,2006-12-01,2006-12,-0.1212861465438987,2006,12
South Sudan,Abiemnhom,2007-01-01,2007-01,-0.3589109092104425,2007,1
South Sudan,Abiemnhom,2007-02-01,2007-02,-0.49228192090773554,2007,2
South Sudan,Abiemnhom,2007-03-01,2007-03,-0.17231034903689968,2007,3
South Sudan,Abiemnhom,2007-04-01,2007-04,-0.44622912779760965,2007,4
South Sudan,Abiemnhom,2007-05-01,2007-05,-0.12687258906240387,2007,5
South Sudan,Abiemnhom,2007-06-01,2007-06,0.2560269771245184,2007,6
South Sudan,Abiemnhom,2007-07-01,2007-07,0.9330678007000824,2007,7
South Sudan,Abiemnhom,2007-08-01,2007-08,-0.004017219024353821,2007,8
South Sudan,Abiemnhom,2007-09-01,2007-09,-1.4589676233116728,2007,9
South Sudan,Abiemnhom,2007-10-01,2007-10,-0.7225893106376307,2007,10
South Sudan,Abiemnhom,2007-11-01,2007-11,0.4212844575850427,2007,11
South Sudan,Abiemnhom,2007-12-01,2007-12,0.7588728171642413,2007,12
South Sudan,Abiemnhom,2008-01-01,2008-01,0.6231675300155253,2008,1
South Sudan,Abiemnhom,2008-02-01,2008-02,0.2699717249077542,2008,2
South Sudan,Abiemnhom,2008-03-01,2008-03,0.4508955207389069,2008,3
South Sudan,Abiemnhom,2008-04-01,2008-04,1.715738442295676,2008,4
South Sudan,Abiemnhom,2008-05-01,2008-05,1.8240932266026637,2008,5
South Sudan,Abiemnhom,2008-06-01,2008-06,1.0212253555563444,2008,6
South Sudan,Abiemnhom,2008-07-01,2008-07,0.20538560579755805,2008,7
South Sudan,Abiemnhom,2008-08-01,2008-08,-0.551215317613749,2008,8
South Sudan,Abiemnhom,2008-09-01,2008-09,-0.9399510324035413,2008,9
South Sudan,Abiemnhom,2008-10-01,2008-10,-1.402822754178078,2008,10
South Sudan,Abiemnhom,2008-11-01,2008-11,-1.2087820081663994,2008,11
South Sudan,Abiemnhom,2008-12-01,2008-12,-0.9351079618594934,2008,12
South Sudan,Abiemnhom,2009-01-01,2009-01,-0.7038024213187124,2009,1
South Sudan,Abiemnhom,2009-02-01,2009-02,-0.5383453148389085,2009,2
South Sudan,Abiemnhom,2009-03-01,2009-03,-0.029064035552382825,2009,3
South Sudan,Abiemnhom,2009-04-01,2009-04,-0.5687346823181342,2009,4
South Sudan,Abiemnhom,2009-05-01,2009-05,-1.7043682756871588,2009,5
South Sudan,Abiemnhom,2009-06-01,2009-06,-2.6105752814884005,2009,6
South Sudan,Abiemnhom,2009-07-01,2009-07,-3.0734083190383017,2009,7
South Sudan,Abiemnhom,2009-08-01,2009-08,-1.4273612154473025,2009,8
South Sudan,Abiemnhom,2009-09-01,2009-09,-0.9305626696175063,2009,9
South Sudan,Abiemnhom,2009-10-01,2009-10,-1.24346527850369,2009,10
South Sudan,Abiemnhom,2009-11-01,2009-11,-1.082778147780796,2009,11
South Sudan,Abiemnhom,2009-12-01,2009-12,-0.8529293797438267,2009,12
South Sudan,Abiemnhom,2010-01-01,2010-01,-0.7108629225446851,2010,1
South Sudan,Abiemnhom,2010-02-01,2010-02,-0.6319023009394042,2010,2
South Sudan,Abiemnhom,2010-03-01,2010-03,-0.20391873971068955,2010,3
South Sudan,Abiemnhom,2010-04-01,2010-04,-1.1474143831594863,2010,4
South Sudan,Abiemnhom,2010-05-01,2010-05,-1.24193354560013,2010,5
South Sudan,Abiemnhom,2010-06-01,2010-06,-1.279354148208716,2010,6
South Sudan,Abiemnhom,2010-07-01,2010-07,-1.6306178424662923,2010,7
South Sudan,Abiemnhom,2010-08-01,2010-08,-0.6177754379060911,2010,8
South Sudan,Abiemnhom,2010-09-01,2010-09,0.4814689512983018,2010,9
South Sudan,Abiemnhom,2010-10-01,2010-10,0.27672616059958666,2010,10
South Sudan,Abiemnhom,2010-11-01,2010-11,-0.08736765618158432,2010,11
South Sudan,Abiemnhom,2010-12-01,2010-12,-0.27651282524222714,2010,12
South Sudan,Abiemnhom,2011-01-01,2011-01,-0.44497736919054265,2011,1
South Sudan,Abiemnhom,2011-02-01,2011-02,-0.5862764835125681,2011,2
South Sudan,Abiemnhom,2011-03-01,2011-03,-0.3088001747936208,2011,3
South Sudan,Abiemnhom,2011-04-01,2011-04,-1.2333429828942544,2011,4
South Sudan,Abiemnhom,2011-05-01,2011-05,-0.899089230712833,2011,5
South Sudan,Abiemnhom,2011-06-01,2011-06,-0.47703330106559194,2011,6
South Sudan,Abiemnhom,2011-07-01,2011-07,-0.32313003080552843,2011,7
South Sudan,Abiemnhom,2011-08-01,2011-08,0.02028897654925719,2011,8
South Sudan,Abiemnhom,2011-09-01,2011-09,0.5961493361598066,2011,9
South Sudan,Abiemnhom,2011-10-01,2011-10,0.48133196908047454,2011,10
South Sudan,Abiemnhom,2011-11-01,2011-11,0.0815673642929075,2011,11
South Sudan,Abiemnhom,2011-12-01,2011-12,-0.10989388666577907,2011,12
South Sudan,Abiemnhom,2012-01-01,2012-01,-0.4538239631439236,2012,1
South Sudan,Abiemnhom,2012-02-01,2012-02,-0.9483000375052176,2012,2
South Sudan,Abiemnhom,2012-03-01,2012-03,-0.5272143558430217,2012,3
South Sudan,Abiemnhom,2012-04-01,2012-04,-1.3200898016782143,2012,4
South Sudan,Abiemnhom,2012-05-01,2012-05,-1.4045782548741061,2012,5
South Sudan,Abiemnhom,2012-06-01,2012-06,-1.3621101829879219,2012,6
South Sudan,Abiemnhom,2012-07-01,2012-07,-0.5931224611125265,2012,7
South Sudan,Abiemnhom,2012-08-01,2012-08,1.247706899980154,2012,8
South Sudan,Abiemnhom,2012-09-01,2012-09,1.5547502964693598,2012,9
South Sudan,Abiemnhom,2012-10-01,2012-10,0.3808810521754526,2012,10
South Sudan,Abiemnhom,2012-11-01,2012-11,-0.6662988880384212,2012,11
South Sudan,Abiemnhom,2012-12-01,2012-12,-0.8441201408582971,2012,12
South Sudan,Abiemnhom,2013-01-01,2013-01,-0.8091678564869045,2013,1
South Sudan,Abiemnhom,2013-02-01,2013-02,-0.7200644162816464,2013,2
South Sudan,Abiemnhom,2013-03-01,2013-03,-0.14518874428693862,2013,3
South Sudan,Abiemnhom,2013-04-01,2013-04,-0.611699795426359,2013,4
South Sudan,Abiemnhom,2013-05-01,2013-05,-0.31901308529758493,2013,5
South Sudan,Abiemnhom,2013-06-01,2013-06,-0.16908299383456188,2013,6
South Sudan,Abiemnhom,2013-07-01,2013-07,-0.05136664189639097,2013,7
South Sudan,Abiemnhom,2013-08-01,2013-08,0.6602946207793383,2013,8
South Sudan,Abiemnhom,2013-09-01,2013-09,0.642665763755364,2013,9
South Sudan,Abiemnhom,2013-10-01,2013-10,0.30856107856994464,2013,10
South Sudan,Abiemnhom,2013-11-01,2013-11,-0.11053200342886349,2013,11
South Sudan,Abiemnhom,2013-12-01,2013-12,-0.33068508423046855,2013,12
South Sudan,Abiemnhom,2014-01-01,2014-01,-0.27435701120009,2014,1
South Sudan,Abiemnhom,2014-02-01,2014-02,0.007790235051664525,2014,2
South Sudan,Abiemnhom,2014-03-01,2014-03,0.5473076419953021,2014,3
South Sudan,Abiemnhom,2014-04-01,2014-04,1.270351951947752,2014,4
South Sudan,Abiemnhom,2014-05-01,2014-05,1.2460828660996586,2014,5
South Sudan,Abiemnhom,2014-06-01,2014-06,1.0447325872192301,2014,6
South Sudan,Abiemnhom,2014-07-01,2014-07,1.1344338105124818,2014,7
South Sudan,Abiemnhom,2014-08-01,2014-08,0.2707815152198229,2014,8
South Sudan,Abiemnhom,2014-09-01,2014-09,-1.1799529008178762,2014,9
South Sudan,Abiemnhom,2014-10-01,2014-10,-0.8054168481996614,2014,10
South Sudan,Abiemnhom,2014-11-01,2014-11,0.6462980546977699,2014,11
South Sudan,Abiemnhom,2014-12-01,2014-12,1.3523246677503997,2014,12
South Sudan,Abiemnhom,2015-01-01,2015-01,1.4780197696299986,2015,1
South Sudan,Abiemnhom,2015-02-01,2015-02,1.2455703173746706,2015,2
South Sudan,Abiemnhom,2015-03-01,2015-03,0.731869811022523,2015,3
South Sudan,Abiemnhom,2015-04-01,2015-04,0.5196838071505269,2015,4
South Sudan,Abiemnhom,2015-05-01,2015-05,0.1586009573190532,2015,5
South Sudan,Abiemnhom,2015-06-01,2015-06,0.28184624001539776,2015,6
South Sudan,Abiemnhom,2015-07-01,2015-07,0.22972066591654677,2015,7
South Sudan,Abiemnhom,2015-08-01,2015-08,0.6257725247553166,2015,8
South Sudan,Abiemnhom,2015-09-01,2015-09,1.1211228629694814,2015,9
South Sudan,Abiemnhom,2015-10-01,2015-10,0.7684603723355783,2015,10
South Sudan,Abiemnhom,2015-11-01,2015-11,0.3054325964564663,2015,11
South Sudan,Abiemnhom,2015-12-01,2015-12,0.11202165930186876,2015,12
South Sudan,Abiemnhom,2016-01-01,2016-01,0.047636605985954567,2016,1
South Sudan,Abiemnhom,2016-02-01,2016-02,-0.2415454415347229,2016,2
South Sudan,Abiemnhom,2016-03-01,2016-03,-0.17367757753367824,2016,3
South Sudan,Abiemnhom,2016-04-01,2016-04,-0.49031634583064754,2016,4
South Sudan,Abiemnhom,2016-05-01,2016-05,-0.07261233764720017,2016,5
South Sudan,Abiemnhom,2016-06-01,2016-06,0.4051805532881867,2016,6
South Sudan,Abiemnhom,2016-07-01,2016-07,1.1485914407944975,2016,7
South Sudan,Abiemnhom,2016-08-01,2016-08,1.2438317002413974,2016,8
South Sudan,Abiemnhom,2016-09-01,2016-09,0.2475369330660424,2016,9
South Sudan,Abiemnhom,2016-10-01,2016-10,-0.6934723196195114,2016,10
South Sudan,Abiemnhom,2016-11-01,2016-11,-0.9531167216469079,2016,11
South Sudan,Abiemnhom,2016-12-01,2016-12,-0.8796278218378035,2016,12
South Sudan,Abiemnhom,2017-01-01,2017-01,-0.6981127199747202,2017,1
South Sudan,Abiemnhom,2017-02-01,2017-02,-0.5985997510493939,2017,2
South Sudan,Abiemnhom,2017-03-01,2017-03,-0.16993913032120495,2017,3
South Sudan,Abiemnhom,2017-04-01,2017-04,-0.25110339450260905,2017,4
South Sudan,Abiemnhom,2017-05-01,2017-05,0.854393290953412,2017,5
South Sudan,Abiemnhom,2017-06-01,2017-06,1.4353492453284113,2017,6
South Sudan,Abiemnhom,2017-07-01,2017-07,0.9870177143280504,2017,7
South Sudan,Abiemnhom,2017-08-01,2017-08,-0.19702226399268177,2017,8
South Sudan,Abiemnhom,2017-09-01,2017-09,-0.10467601194174794,2017,9
South Sudan,Abiemnhom,2017-10-01,2017-10,-0.32219750518584306,2017,10
South Sudan,Abiemnhom,2017-11-01,2017-11,-0.615260570378104,2017,11
South Sudan,Abiemnhom,2017-12-01,2017-12,-0.6346641451184969,2017,12
South Sudan,Abiemnhom,2018-01-01,2018-01,-0.48586774757802675,2018,1
South Sudan,Abiemnhom,2018-02-01,2018-02,-0.21444824527897846,2018,2
South Sudan,Abiemnhom,2018-03-01,2018-03,0.22907559983299058,2018,3
South Sudan,Abiemnhom,2018-04-01,2018-04,-0.2536391207428851,2018,4
South Sudan,Abiemnhom,2018-05-01,2018-05,-0.6999350347579166,2018,5
South Sudan,Abiemnhom,2018-06-01,2018-06,-0.7462093055359549,2018,6
South Sudan,Abiemnhom,2018-07-01,2018-07,-0.5841512832993219,2018,7
South Sudan,Abiemnhom,2018-08-01,2018-08,0.3799645556942449,2018,8
South Sudan,Abiemnhom,2018-09-01,2018-09,0.6745628321183,2018,9
South Sudan,Abiemnhom,2018-10-01,2018-10,-0.13245646705864375,2018,10
South Sudan,Abiemnhom,2018-11-01,2018-11,-0.8778218274620101,2018,11
South Sudan,Abiemnhom,2018-12-01,2018-12,-0.8891196515084135,2018,12
South Sudan,Abiemnhom,2019-01-01,2019-01,-0.7105499964990876,2019,1
South Sudan,Abiemnhom,2019-02-01,2019-02,-0.6119827460443413,2019,2
South Sudan,Abiemnhom,2019-03-01,2019-03,-0.07353157054951542,2019,3
South Sudan,Abiemnhom,2019-04-01,2019-04,-0.44206898222892804,2019,4
South Sudan,Abiemnhom,2019-05-01,2019-05,-0.14151589817465005,2019,5
South Sudan,Abiemnhom,2019-06-01,2019-06,0.40370869311859253,2019,6
South Sudan,Abiemnhom,2019-07-01,2019-07,0.6836129709500947,2019,7
South Sudan,Abiemnhom,2019-08-01,2019-08,-0.2330752309339886,2019,8
South Sudan,Abiemnhom,2019-09-01,2019-09,-0.6141131152577805,2019,9
South Sudan,Abiemnhom,2019-10-01,2019-10,0.29507531902581674,2019,10
South Sudan,Abiemnhom,2019-11-01,2019-11,0.9636551563806878,2019,11
South Sudan,Abiemnhom,2019-12-01,2019-12,1.0473873538668745,2019,12
South Sudan,Abiemnhom,2020-01-01,2020-01,0.8861309190915353,2020,1
South Sudan,Abiemnhom,2020-02-01,2020-02,0.7764161758875792,2020,2
South Sudan,Abiemnhom,2020-03-01,2020-03,0.4986267134711328,2020,3
South Sudan,Abiemnhom,2020-04-01,2020-04,0.4615925712732505,2020,4
South Sudan,Abiemnhom,2020-05-01,2020-05,0.7058747448727221,2020,5
South Sudan,Abiemnhom,2020-06-01,2020-06,0.7572152420074785,2020,6
South Sudan,Abiemnhom,2020-07-01,2020-07,0.6239108824913084,2020,7
South Sudan,Abiemnhom,2020-08-01,2020-08,0.5579131077063595,2020,8
South Sudan,Abiemnhom,2020-09-01,2020-09,1.0364811212848906,2020,9
South Sudan,Abiemnhom,2020-10-01,2020-10,1.1669234969432942,2020,10
South Sudan,Abiemnhom,2020-11-01,2020-11,0.43768906824044906,2020,11
South Sudan,Abiemnhom,2020-12-01,2020-12,-0.1245283550067863,2020,12
South Sudan,Abiemnhom,2021-01-01,2021-01,-0.415867026255737,2021,1
South Sudan,Abiemnhom,2021-02-01,2021-02,-0.2557175786333044,2021,2
South Sudan,Abiemnhom,2021-03-01,2021-03,0.3540226266971301,2021,3
South Sudan,Abiemnhom,2021-04-01,2021-04,1.3175831216843914,2021,4
South Sudan,Abiemnhom,2021-05-01,2021-05,1.8519924737375073,2021,5
South Sudan,Abiemnhom,2021-06-01,2021-06,1.6257042247870641,2021,6
South Sudan,Abiemnhom,2021-07-01,2021-07,1.3513719504723374,2021,7
South Sudan,Abiemnhom,2021-08-01,2021-08,-0.18586117087517806,2021,8
South Sudan,Abiemnhom,2021-09-01,2021-09,-1.4808981708903386,2021,9
South Sudan,Abiemnhom,2021-10-01,2021-10,-0.617032236728465,2021,10
South Sudan,Abiemnhom,2021-11-01,2021-11,0.6363252717779653,2021,11
South Sudan,Abiemnhom,2021-12-01,2021-12,1.0948894669473557,2021,12
South Sudan,Abiemnhom,2022-01-01,2022-01,1.3157188266193636,2022,1
South Sudan,Abiemnhom,2022-02-01,2022-02,1.333145933569291,2022,2
South Sudan,Abiemnhom,2022-03-01,2022-03,0.9213814543682323,2022,3
South Sudan,Abiemnhom,2022-04-01,2022-04,0.8438726913364302,2022,4
South Sudan,Abiemnhom,2022-05-01,2022-05,-0.3914867095550547,2022,5
South Sudan,Abiemnhom,2022-06-01,2022-06,-1.3720431720206936,2022,6
South Sudan,Abiemnhom,2022-07-01,2022-07,-1.0671740270382895,2022,7
South Sudan,Abiemnhom,2022-08-01,2022-08,1.2746452761378664,2022,8
South Sudan,Abiemnhom,2022-09-01,2022-09,1.1077756016349878,2022,9
South Sudan,Abiemnhom,2022-10-01,2022-10,1.1758794109586659,2022,10
South Sudan,Abiemnhom,2022-11-01,2022-11,1.5063959238803506,2022,11
South Sudan,Abiemnhom,2022-12-01,2022-12,1.834048776511368,2022,12
South Sudan,Abiemnhom,2023-01-01,2023-01,2.4020267286267205,2023,1
South Sudan,Abiemnhom,2023-02-01,2023-02,2.819933177523089,2023,2
South Sudan,Abiemnhom,2023-03-01,2023-03,1.7065577112091117,2023,3
South Sudan,Abiemnhom,2023-04-01,2023-04,2.006692460704629,2023,4
South Sudan,Abiemnhom,2023-05-01,2023-05,1.0390350530488763,2023,5
South Sudan,Abiemnhom,2023-06-01,2023-06,0.4912963373766422,2023,6
South Sudan,Abiemnhom,2023-07-01,2023-07,0.13661252936029541,2023,7
South Sudan,Abiemnhom,2023-08-01,2023-08,-0.5607059418801111,2023,8
South Sudan,Abiemnhom,2023-09-01,2023-09,0.03548225385074747,2023,9
South Sudan,Abiemnhom,2023-10-01,2023-10,1.3860859051105305,2023,10
South Sudan,Abiemnhom,2023-11-01,2023-11,2.0867077286428612,2023,11
South Sudan,Abiemnhom,2023-12-01,2023-12,1.9024382781411655,2023,12
South Sudan,Abiemnhom,2024-01-01,2024-01,1.4156336421908964,2024,1
South Sudan,Abiemnhom,2024-02-01,2024-02,0.8504980644506949,2024,2
South Sudan,Abiemnhom,2024-03-01,2024-03,0.5188957711825732,2024,3
South Sudan,Abiemnhom,2024-04-01,2024-04,0.25271462768732694,2024,4
South Sudan,Abiemnhom,2024-05-01,2024-05,-0.29029604642608964,2024,5
South Sudan,Abiemnhom,2024-06-01,2024-06,-0.24277980581890457,2024,6
South Sudan,Abiemnhom,2024-07-01,2024-07,0.41100722750804236,2024,7
South Sudan,Abiemnhom,2024-08-01,2024-08,1.6278245493229793,2024,8
South Sudan,Abiemnhom,2024-09-01,2024-09,1.5837399831235628,2024,9
South Sudan,Abiemnhom,2024-10-01,2024-10,1.732044736410708,2024,10
South Sudan,Abiemnhom,2024-11-01,2024-11,1.6539777254457484,2024,11
South Sudan,Abiemnhom,2024-12-01,2024-12,1.5849634596951403,2024,12
South Sudan,Abiemnhom,2025-01-01,2025-01,1.6772749112580518,2025,1
South Sudan,Abiemnhom,2025-02-01,2025-02,1.8335111774397554,2025,2
South Sudan,Abiemnhom,2025-03-01,2025-03,1.3070732810946244,2025,3
South Sudan,Abiemnhom,2025-04-01,2025-04,1.2866664643729646,2025,4
South Sudan,Abiemnhom,2025-05-01,2025-05,0.15252443307965946,2025,5
South Sudan,Abiemnhom,2025-06-01,2025-06,-0.17278453998825238,2025,6
South Sudan,Abiemnhom,2025-07-01,2025-07,0.6564241946749729,2025,7
South Sudan,Abiemnhom,2025-08-01,2025-08,1.7052876072529384,2025,8
South Sudan,Abiemnhom,2025-09-01,2025-09,1.504207120062594,2025,9
South Sudan,Abiemnhom,2025-10-01,2025-10,1.7240026470887213,2025,10
South Sudan,Abiemnhom,2025-11-01,2025-11,1.1624478414617891,2025,11
South Sudan,Abiemnhom,2025-12-01,2025-12,0.6301143888840468,2025,12
South Sudan,Abiemnhom,2026-01-01,2026-01,0.3983780887586536,2026,1
South Sudan,Abiemnhom,2026-02-01,2026-02,0.5753262326802829,2026,2
South Sudan,Abiemnhom,2026-03-01,2026-03,-3.953506585162986,2026,3
South Sudan,Akobo,2002-07-01,2002-07,-0.12701003538115643,2002,7
South Sudan,Akobo,2002-08-01,2002-08,-0.4393410819006058,2002,8
South Sudan,Akobo,2002-09-01,2002-09,-0.3900616425556679,2002,9
South Sudan,Akobo,2002-10-01,2002-10,-0.4682386435886105,2002,10
South Sudan,Akobo,2002-11-01,2002-11,-1.107964071329428,2002,11
South Sudan,Akobo,2002-12-01,2002-12,-1.3708105358912763,2002,12
South Sudan,Akobo,2003-01-01,2003-01,-1.3805680603030055,2003,1
South Sudan,Akobo,2003-02-01,2003-02,-1.2024608691133682,2003,2
South Sudan,Akobo,2003-03-01,2003-03,-0.7282637797551993,2003,3
South Sudan,Akobo,2003-04-01,2003-04,-1.6191989651056409,2003,4
South Sudan,Akobo,2003-05-01,2003-05,-1.7338079711219354,2003,5
South Sudan,Akobo,2003-06-01,2003-06,-1.3494877549124953,2003,6
South Sudan,Akobo,2003-07-01,2003-07,-0.7058117569586271,2003,7
South Sudan,Akobo,2003-08-01,2003-08,-0.4246487684817889,2003,8
South Sudan,Akobo,2003-09-01,2003-09,-0.4271685693988601,2003,9
South Sudan,Akobo,2003-10-01,2003-10,-0.1531850970521926,2003,10
South Sudan,Akobo,2003-11-01,2003-11,-0.14792235006850632,2003,11
South Sudan,Akobo,2003-12-01,2003-12,-0.21310309637476846,2003,12
South Sudan,Akobo,2004-01-01,2004-01,-0.466318463878139,2004,1
South Sudan,Akobo,2004-02-01,2004-02,-0.7596551381879489,2004,2
South Sudan,Akobo,2004-03-01,2004-03,-0.44373771888354685,2004,3
South Sudan,Akobo,2004-04-01,2004-04,-0.8198210807136234,2004,4
South Sudan,Akobo,2004-05-01,2004-05,-1.3119532025094212,2004,5
South Sudan,Akobo,2004-06-01,2004-06,-2.1589426996738594,2004,6
South Sudan,Akobo,2004-07-01,2004-07,-2.7099429900944476,2004,7
South Sudan,Akobo,2004-08-01,2004-08,-2.3358821717245113,2004,8
South Sudan,Akobo,2004-09-01,2004-09,-1.2455980139297385,2004,9
South Sudan,Akobo,2004-10-01,2004-10,-1.0684714776144242,2004,10
South Sudan,Akobo,2004-11-01,2004-11,-1.5604720188047527,2004,11
South Sudan,Akobo,2004-12-01,2004-12,-1.5349624124950443,2004,12
South Sudan,Akobo,2005-01-01,2005-01,-1.4136875108775555,2005,1
South Sudan,Akobo,2005-02-01,2005-02,-1.3268526963618412,2005,2
South Sudan,Akobo,2005-03-01,2005-03,-0.8638491169592085,2005,3
South Sudan,Akobo,2005-04-01,2005-04,-1.683326973642411,2005,4
South Sudan,Akobo,2005-05-01,2005-05,-1.4696392044414972,2005,5
South Sudan,Akobo,2005-06-01,2005-06,-1.0417589791096626,2005,6
South Sudan,Akobo,2005-07-01,2005-07,-0.6695861175243881,2005,7
South Sudan,Akobo,2005-08-01,2005-08,-0.38434220718123563,2005,8
South Sudan,Akobo,2005-09-01,2005-09,-0.19059281774983255,2005,9
South Sudan,Akobo,2005-10-01,2005-10,-0.37657374671847066,2005,10
South Sudan,Akobo,2005-11-01,2005-11,-0.8733826318621136,2005,11
South Sudan,Akobo,2005-12-01,2005-12,-1.0702760794514172,2005,12
South Sudan,Akobo,2006-01-01,2006-01,-1.0247629839654555,2006,1
South Sudan,Akobo,2006-02-01,2006-02,-1.0875909651331788,2006,2
South Sudan,Akobo,2006-03-01,2006-03,-0.7663344816686782,2006,3
South Sudan,Akobo,2006-04-01,2006-04,-1.3155855743515943,2006,4
South Sudan,Akobo,2006-05-01,2006-05,-1.0355983342688455,2006,5
South Sudan,Akobo,2006-06-01,2006-06,-0.7743639271923511,2006,6
South Sudan,Akobo,2006-07-01,2006-07,-0.7809231143566798,2006,7
South Sudan,Akobo,2006-08-01,2006-08,-1.1859787447221797,2006,8
South Sudan,Akobo,2006-09-01,2006-09,-1.3490677571452339,2006,9
South Sudan,Akobo,2006-10-01,2006-10,-0.46904059943893994,2006,10
South Sudan,Akobo,2006-11-01,2006-11,0.07649577806647355,2006,11
South Sudan,Akobo,2006-12-01,2006-12,0.17223618443441024,2006,12
South Sudan,Akobo,2007-01-01,2007-01,0.10681902967059172,2007,1
South Sudan,Akobo,2007-02-01,2007-02,-0.09182280555518581,2007,2
South Sudan,Akobo,2007-03-01,2007-03,-0.16582785277222484,2007,3
South Sudan,Akobo,2007-04-01,2007-04,-0.8117546658894311,2007,4
South Sudan,Akobo,2007-05-01,2007-05,-0.8634334629578972,2007,5
South Sudan,Akobo,2007-06-01,2007-06,-0.5554542299127809,2007,6
South Sudan,Akobo,2007-07-01,2007-07,-0.17052259044613804,2007,7
South Sudan,Akobo,2007-08-01,2007-08,-0.1111364670422671,2007,8
South Sudan,Akobo,2007-09-01,2007-09,-0.5453156085578622,2007,9
South Sudan,Akobo,2007-10-01,2007-10,-0.8552445761456858,2007,10
