country,adm1_name,date,year_month,value,year,month
South Sudan,Ezo,2018-04-01,2018-04,1.7376734567647873,2018,4
South Sudan,Ezo,2018-05-01,2018-05,1.3226206821598914,2018,5
South Sudan,Ezo,2018-06-01,2018-06,0.709294422630237,2018,6
South Sudan,Ezo,2018-07-01,2018-07,-0.8383954493857599,2018,7
South Sudan,Ezo,2018-08-01,2018-08,-1.3827695435910918,2018,8
South Sudan,Ezo,2018-09-01,2018-09,-0.7720036459589411,2018,9
South Sudan,Ezo,2018-10-01,2018-10,-1.1126575685720277,2018,10
South Sudan,Ezo,2018-11-01,2018-11,-1.5405963326031942,2018,11
South Sudan,Ezo,2018-12-01,2018-12,-1.2820773550552849,2018,12
South Sudan,Ezo,2019-01-01,2019-01,-0.03644889216586411,2019,1
South Sudan,Ezo,2019-02-01,2019-02,1.3047400803767117,2019,2
South Sudan,Ezo,2019-03-01,2019-03,0.4456971463198099,2019,3
South Sudan,Ezo,2019-04-01,2019-04,0.1224225012257535,2019,4
South Sudan,Ezo,2019-05-01,2019-05,0.022582287440100556,2019,5
South Sudan,Ezo,2019-06-01,2019-06,0.9192148735494096,2019,6
South Sudan,Ezo,2019-07-01,2019-07,1.327304639420135,2019,7
South Sudan,Ezo,2019-08-01,2019-08,0.81918542923306,2019,8
South Sudan,Ezo,2019-09-01,2019-09,0.7756790030682751,2019,9
South Sudan,Ezo,2019-10-01,2019-10,0.8416924324980313,2019,10
South Sudan,Ezo,2019-11-01,2019-11,1.24949209127025,2019,11
South Sudan,Ezo,2019-12-01,2019-12,1.8415692296974862,2019,12
South Sudan,Ezo,2020-01-01,2020-01,1.8274258069668865,2020,1
South Sudan,Ezo,2020-02-01,2020-02,0.38188159958372936,2020,2
South Sudan,Ezo,2020-03-01,2020-03,0.12248518546976694,2020,3
South Sudan,Ezo,2020-04-01,2020-04,0.14134933581541345,2020,4
South Sudan,Ezo,2020-05-01,2020-05,0.6676044846915503,2020,5
South Sudan,Ezo,2020-06-01,2020-06,0.8586220897657217,2020,6
South Sudan,Ezo,2020-07-01,2020-07,0.20931716358670552,2020,7
South Sudan,Ezo,2020-08-01,2020-08,0.43674871440250246,2020,8
South Sudan,Ezo,2020-09-01,2020-09,0.8123896125266411,2020,9
South Sudan,Ezo,2020-10-01,2020-10,0.892265647991417,2020,10
South Sudan,Ezo,2020-11-01,2020-11,0.7528717880041148,2020,11
South Sudan,Ezo,2020-12-01,2020-12,0.6347918772125254,2020,12
South Sudan,Ezo,2021-01-01,2021-01,0.7233923927327791,2021,1
South Sudan,Ezo,2021-02-01,2021-02,0.29006342081620906,2021,2
South Sudan,Ezo,2021-03-01,2021-03,0.22847402434338063,2021,3
South Sudan,Ezo,2021-04-01,2021-04,0.309275726135328,2021,4
South Sudan,Ezo,2021-05-01,2021-05,0.6064273849578139,2021,5
South Sudan,Ezo,2021-06-01,2021-06,0.4990364532917263,2021,6
South Sudan,Ezo,2021-07-01,2021-07,0.04158047613055716,2021,7
South Sudan,Ezo,2021-08-01,2021-08,-0.057712133552642625,2021,8
South Sudan,Ezo,2021-09-01,2021-09,0.7414135392860715,2021,9
South Sudan,Ezo,2021-10-01,2021-10,1.1839670297161735,2021,10
South Sudan,Ezo,2021-11-01,2021-11,0.9405927518668563,2021,11
South Sudan,Ezo,2021-12-01,2021-12,0.8030184417874107,2021,12
South Sudan,Ezo,2022-01-01,2022-01,0.7017860925653518,2022,1
South Sudan,Ezo,2022-02-01,2022-02,-0.5542855631451583,2022,2
South Sudan,Ezo,2022-03-01,2022-03,-0.22237204110034114,2022,3
South Sudan,Ezo,2022-04-01,2022-04,-0.7771812863758075,2022,4
South Sudan,Ezo,2022-05-01,2022-05,-0.312706711650255,2022,5
South Sudan,Ezo,2022-06-01,2022-06,-0.2840730838413766,2022,6
South Sudan,Ezo,2022-07-01,2022-07,-0.04668738903497932,2022,7
South Sudan,Ezo,2022-08-01,2022-08,0.4244059518011329,2022,8
South Sudan,Ezo,2022-09-01,2022-09,0.617500056255891,2022,9
South Sudan,Ezo,2022-10-01,2022-10,0.7416287595796947,2022,10
South Sudan,Ezo,2022-11-01,2022-11,0.6987250060334856,2022,11
South Sudan,Ezo,2022-12-01,2022-12,0.7332474097238394,2022,12
South Sudan,Ezo,2023-01-01,2023-01,0.7802583545411982,2023,1
South Sudan,Ezo,2023-02-01,2023-02,0.5134800961527353,2023,2
South Sudan,Ezo,2023-03-01,2023-03,0.41207126622065327,2023,3
South Sudan,Ezo,2023-04-01,2023-04,0.8123472756749789,2023,4
South Sudan,Ezo,2023-05-01,2023-05,1.0374188934852286,2023,5
South Sudan,Ezo,2023-06-01,2023-06,1.584834461503963,2023,6
South Sudan,Ezo,2023-07-01,2023-07,0.5737845019945443,2023,7
South Sudan,Ezo,2023-08-01,2023-08,-0.39545836386893257,2023,8
South Sudan,Ezo,2023-09-01,2023-09,-0.472719087558679,2023,9
South Sudan,Ezo,2023-10-01,2023-10,0.42641600575254934,2023,10
South Sudan,Ezo,2023-11-01,2023-11,1.4656446059535844,2023,11
South Sudan,Ezo,2023-12-01,2023-12,2.271502985786094,2023,12
South Sudan,Ezo,2024-01-01,2024-01,2.404806693335341,2024,1
South Sudan,Ezo,2024-02-01,2024-02,1.0981865322629116,2024,2
South Sudan,Ezo,2024-03-01,2024-03,0.29386474510898847,2024,3
South Sudan,Ezo,2024-04-01,2024-04,0.3153645663858353,2024,4
South Sudan,Ezo,2024-05-01,2024-05,0.5527436350034106,2024,5
South Sudan,Ezo,2024-06-01,2024-06,1.562150443204645,2024,6
South Sudan,Ezo,2024-07-01,2024-07,2.343253604405513,2024,7
South Sudan,Ezo,2024-08-01,2024-08,2.073607665264742,2024,8
South Sudan,Ezo,2024-09-01,2024-09,1.9281895635763557,2024,9
South Sudan,Ezo,2024-10-01,2024-10,1.9260571924422814,2024,10
South Sudan,Ezo,2024-11-01,2024-11,1.733968045502287,2024,11
South Sudan,Ezo,2024-12-01,2024-12,1.3936273034941766,2024,12
South Sudan,Ezo,2025-01-01,2025-01,1.3360109455139801,2025,1
South Sudan,Ezo,2025-02-01,2025-02,0.9887325499101438,2025,2
South Sudan,Ezo,2025-03-01,2025-03,0.41388382887603853,2025,3
South Sudan,Ezo,2025-04-01,2025-04,0.7178969038362283,2025,4
South Sudan,Ezo,2025-05-01,2025-05,0.6468360048426701,2025,5
South Sudan,Ezo,2025-06-01,2025-06,0.17146984775720514,2025,6
South Sudan,Ezo,2025-07-01,2025-07,0.20308116874036222,2025,7
South Sudan,Ezo,2025-08-01,2025-08,0.649298793366947,2025,8
South Sudan,Ezo,2025-09-01,2025-09,1.8061076603991577,2025,9
South Sudan,Ezo,2025-10-01,2025-10,1.8891243360263248,2025,10
South Sudan,Ezo,2025-11-01,2025-11,1.3793497624839168,2025,11
South Sudan,Ezo,2025-12-01,2025-12,0.9434959877131589,2025,12
South Sudan,Ezo,2026-01-01,2026-01,0.7987623167487823,2026,1
South Sudan,Ezo,2026-02-01,2026-02,1.0249448722848638,2026,2
South Sudan,Ezo,2026-03-01,2026-03,-4.521864557599814,2026,3
South Sudan,Fangak,2002-07-01,2002-07,-0.5358893911258508,2002,7
South Sudan,Fangak,2002-08-01,2002-08,-0.45678428477580985,2002,8
South Sudan,Fangak,2002-09-01,2002-09,-0.2826238500654658,2002,9
South Sudan,Fangak,2002-10-01,2002-10,-0.8664935085890973,2002,10
South Sudan,Fangak,2002-11-01,2002-11,-1.923887782276664,2002,11
South Sudan,Fangak,2002-12-01,2002-12,-1.9371110157134597,2002,12
South Sudan,Fangak,2003-01-01,2003-01,-1.8334612281438765,2003,1
South Sudan,Fangak,2003-02-01,2003-02,-1.6833966176159734,2003,2
South Sudan,Fangak,2003-03-01,2003-03,-0.8956879575372751,2003,3
South Sudan,Fangak,2003-04-01,2003-04,-1.7149375583896715,2003,4
South Sudan,Fangak,2003-05-01,2003-05,-1.9307149843089004,2003,5
South Sudan,Fangak,2003-06-01,2003-06,-0.8126385708329743,2003,6
South Sudan,Fangak,2003-07-01,2003-07,0.6486891380799378,2003,7
South Sudan,Fangak,2003-08-01,2003-08,0.8553281992405977,2003,8
South Sudan,Fangak,2003-09-01,2003-09,0.9073611837324518,2003,9
South Sudan,Fangak,2003-10-01,2003-10,0.8679781244972762,2003,10
South Sudan,Fangak,2003-11-01,2003-11,0.42712801592342753,2003,11
South Sudan,Fangak,2003-12-01,2003-12,0.2995658051763985,2003,12
South Sudan,Fangak,2004-01-01,2004-01,0.452749141450403,2004,1
South Sudan,Fangak,2004-02-01,2004-02,0.38068973033956655,2004,2
South Sudan,Fangak,2004-03-01,2004-03,0.2856530817585351,2004,3
South Sudan,Fangak,2004-04-01,2004-04,-0.12198383806715402,2004,4
South Sudan,Fangak,2004-05-01,2004-05,-0.8274856972812333,2004,5
South Sudan,Fangak,2004-06-01,2004-06,-1.709025492122641,2004,6
South Sudan,Fangak,2004-07-01,2004-07,-0.9809976663187329,2004,7
South Sudan,Fangak,2004-08-01,2004-08,-0.2936254956619797,2004,8
South Sudan,Fangak,2004-09-01,2004-09,0.3208402942321463,2004,9
South Sudan,Fangak,2004-10-01,2004-10,0.5384326144413357,2004,10
South Sudan,Fangak,2004-11-01,2004-11,0.28687982568058384,2004,11
South Sudan,Fangak,2004-12-01,2004-12,0.11365465653441793,2004,12
South Sudan,Fangak,2005-01-01,2005-01,0.022825655314850476,2005,1
South Sudan,Fangak,2005-02-01,2005-02,-0.09205911267625778,2005,2
South Sudan,Fangak,2005-03-01,2005-03,-0.014626547329184702,2005,3
South Sudan,Fangak,2005-04-01,2005-04,-0.5027856876647142,2005,4
South Sudan,Fangak,2005-05-01,2005-05,-0.36003958843120504,2005,5
South Sudan,Fangak,2005-06-01,2005-06,0.3616867613097801,2005,6
South Sudan,Fangak,2005-07-01,2005-07,0.29810286417581405,2005,7
South Sudan,Fangak,2005-08-01,2005-08,0.02731013011612329,2005,8
South Sudan,Fangak,2005-09-01,2005-09,-0.07007967109612351,2005,9
South Sudan,Fangak,2005-10-01,2005-10,-0.28262182373320305,2005,10
South Sudan,Fangak,2005-11-01,2005-11,-0.22660274855033274,2005,11
South Sudan,Fangak,2005-12-01,2005-12,0.11246250204823127,2005,12
South Sudan,Fangak,2006-01-01,2006-01,0.33861386519972236,2006,1
South Sudan,Fangak,2006-02-01,2006-02,0.33567665029811905,2006,2
South Sudan,Fangak,2006-03-01,2006-03,0.33546538906676887,2006,3
South Sudan,Fangak,2006-04-01,2006-04,0.23062801819676512,2006,4
South Sudan,Fangak,2006-05-01,2006-05,0.544096175913702,2006,5
South Sudan,Fangak,2006-06-01,2006-06,0.36745052901672176,2006,6
South Sudan,Fangak,2006-07-01,2006-07,-0.5011758629279576,2006,7
South Sudan,Fangak,2006-08-01,2006-08,-1.0248377295885631,2006,8
South Sudan,Fangak,2006-09-01,2006-09,-1.2459790010182332,2006,9
South Sudan,Fangak,2006-10-01,2006-10,-1.0226072274679676,2006,10
South Sudan,Fangak,2006-11-01,2006-11,-0.8347361750211948,2006,11
South Sudan,Fangak,2006-12-01,2006-12,-0.7669671477432185,2006,12
South Sudan,Fangak,2007-01-01,2007-01,-0.6170211285669184,2007,1
South Sudan,Fangak,2007-02-01,2007-02,-0.47076906407515157,2007,2
South Sudan,Fangak,2007-03-01,2007-03,-0.14599161932140414,2007,3
South Sudan,Fangak,2007-04-01,2007-04,-0.46591106897906903,2007,4
South Sudan,Fangak,2007-05-01,2007-05,-0.2255028493163342,2007,5
South Sudan,Fangak,2007-06-01,2007-06,0.6121758507360653,2007,6
South Sudan,Fangak,2007-07-01,2007-07,0.8606731115254861,2007,7
South Sudan,Fangak,2007-08-01,2007-08,0.5789391741505179,2007,8
South Sudan,Fangak,2007-09-01,2007-09,0.2846069865382751,2007,9
South Sudan,Fangak,2007-10-01,2007-10,0.3798540400032415,2007,10
South Sudan,Fangak,2007-11-01,2007-11,0.5900412374485892,2007,11
South Sudan,Fangak,2007-12-01,2007-12,0.5522119283903271,2007,12
South Sudan,Fangak,2008-01-01,2008-01,0.30543876355473,2008,1
South Sudan,Fangak,2008-02-01,2008-02,-0.10793965295332189,2008,2
South Sudan,Fangak,2008-03-01,2008-03,0.1609702144558134,2008,3
South Sudan,Fangak,2008-04-01,2008-04,0.48320605412375867,2008,4
South Sudan,Fangak,2008-05-01,2008-05,0.7723665939313646,2008,5
South Sudan,Fangak,2008-06-01,2008-06,0.41155508304799837,2008,6
South Sudan,Fangak,2008-07-01,2008-07,0.05324808693832626,2008,7
South Sudan,Fangak,2008-08-01,2008-08,0.08591858437231115,2008,8
South Sudan,Fangak,2008-09-01,2008-09,-0.05209739079875703,2008,9
South Sudan,Fangak,2008-10-01,2008-10,-0.7194627539970787,2008,10
South Sudan,Fangak,2008-11-01,2008-11,-1.5588052675117887,2008,11
South Sudan,Fangak,2008-12-01,2008-12,-1.595667416622054,2008,12
South Sudan,Fangak,2009-01-01,2009-01,-1.3072425910488876,2009,1
South Sudan,Fangak,2009-02-01,2009-02,-1.0137932250519357,2009,2
South Sudan,Fangak,2009-03-01,2009-03,-0.3460854444874442,2009,3
South Sudan,Fangak,2009-04-01,2009-04,-0.7256211293957602,2009,4
South Sudan,Fangak,2009-05-01,2009-05,-1.1398285377920343,2009,5
South Sudan,Fangak,2009-06-01,2009-06,-1.3575238832687013,2009,6
South Sudan,Fangak,2009-07-01,2009-07,-0.5605755871738666,2009,7
South Sudan,Fangak,2009-08-01,2009-08,-0.44834172563988145,2009,8
South Sudan,Fangak,2009-09-01,2009-09,-0.6961427345713916,2009,9
South Sudan,Fangak,2009-10-01,2009-10,-1.6516654638203594,2009,10
South Sudan,Fangak,2009-11-01,2009-11,-2.7502569882747885,2009,11
South Sudan,Fangak,2009-12-01,2009-12,-2.8661151286148607,2009,12
South Sudan,Fangak,2010-01-01,2010-01,-2.537366820382709,2010,1
South Sudan,Fangak,2010-02-01,2010-02,-2.1131706424667054,2010,2
South Sudan,Fangak,2010-03-01,2010-03,-1.0301254287232957,2010,3
South Sudan,Fangak,2010-04-01,2010-04,-1.7367256483605271,2010,4
South Sudan,Fangak,2010-05-01,2010-05,-1.8297937905818102,2010,5
South Sudan,Fangak,2010-06-01,2010-06,-1.4357498978275143,2010,6
South Sudan,Fangak,2010-07-01,2010-07,0.20804511226814715,2010,7
South Sudan,Fangak,2010-08-01,2010-08,1.403321122271008,2010,8
South Sudan,Fangak,2010-09-01,2010-09,2.0095538526023424,2010,9
South Sudan,Fangak,2010-10-01,2010-10,1.75833942220622,2010,10
South Sudan,Fangak,2010-11-01,2010-11,0.7641345397159833,2010,11
South Sudan,Fangak,2010-12-01,2010-12,-0.049420737351104735,2010,12
South Sudan,Fangak,2011-01-01,2011-01,-0.600578774360016,2011,1
South Sudan,Fangak,2011-02-01,2011-02,-0.9590427080902629,2011,2
South Sudan,Fangak,2011-03-01,2011-03,-0.6502322576548075,2011,3
South Sudan,Fangak,2011-04-01,2011-04,-1.5993152973414184,2011,4
South Sudan,Fangak,2011-05-01,2011-05,-1.621102410202997,2011,5
South Sudan,Fangak,2011-06-01,2011-06,-0.0397484311806092,2011,6
South Sudan,Fangak,2011-07-01,2011-07,1.3040543343883129,2011,7
South Sudan,Fangak,2011-08-01,2011-08,1.4342466537870098,2011,8
South Sudan,Fangak,2011-09-01,2011-09,1.5118708341688787,2011,9
South Sudan,Fangak,2011-10-01,2011-10,1.723985830290934,2011,10
South Sudan,Fangak,2011-11-01,2011-11,1.1122853267513446,2011,11
South Sudan,Fangak,2011-12-01,2011-12,0.14271943772323217,2011,12
South Sudan,Fangak,2012-01-01,2012-01,-0.7293772372985695,2012,1
South Sudan,Fangak,2012-02-01,2012-02,-1.4103143756686982,2012,2
South Sudan,Fangak,2012-03-01,2012-03,-0.9287349546220663,2012,3
South Sudan,Fangak,2012-04-01,2012-04,-1.4302273849349945,2012,4
South Sudan,Fangak,2012-05-01,2012-05,-0.7805647249554174,2012,5
South Sudan,Fangak,2012-06-01,2012-06,0.7025275825497431,2012,6
South Sudan,Fangak,2012-07-01,2012-07,1.55753896618525,2012,7
South Sudan,Fangak,2012-08-01,2012-08,1.7348142243043938,2012,8
South Sudan,Fangak,2012-09-01,2012-09,1.733888980053884,2012,9
South Sudan,Fangak,2012-10-01,2012-10,1.6477666228980434,2012,10
South Sudan,Fangak,2012-11-01,2012-11,1.1709807852121172,2012,11
South Sudan,Fangak,2012-12-01,2012-12,0.6604972740338453,2012,12
South Sudan,Fangak,2013-01-01,2013-01,0.38079661886937155,2013,1
South Sudan,Fangak,2013-02-01,2013-02,0.30420791767817934,2013,2
South Sudan,Fangak,2013-03-01,2013-03,0.4419445226056147,2013,3
South Sudan,Fangak,2013-04-01,2013-04,0.14535653939223428,2013,4
South Sudan,Fangak,2013-05-01,2013-05,-0.29418536244682447,2013,5
South Sudan,Fangak,2013-06-01,2013-06,-0.29120634367463455,2013,6
South Sudan,Fangak,2013-07-01,2013-07,0.7012206402078034,2013,7
South Sudan,Fangak,2013-08-01,2013-08,1.1472506007849894,2013,8
South Sudan,Fangak,2013-09-01,2013-09,1.108612662863615,2013,9
South Sudan,Fangak,2013-10-01,2013-10,1.1676557601916793,2013,10
South Sudan,Fangak,2013-11-01,2013-11,0.8638529838957354,2013,11
South Sudan,Fangak,2013-12-01,2013-12,0.56681166790189,2013,12
South Sudan,Fangak,2014-01-01,2014-01,0.4882975803931842,2014,1
South Sudan,Fangak,2014-02-01,2014-02,0.6552666172986662,2014,2
South Sudan,Fangak,2014-03-01,2014-03,0.894435028748111,2014,3
South Sudan,Fangak,2014-04-01,2014-04,1.3902334805932097,2014,4
South Sudan,Fangak,2014-05-01,2014-05,1.4853270852567642,2014,5
South Sudan,Fangak,2014-06-01,2014-06,0.5636903164190875,2014,6
South Sudan,Fangak,2014-07-01,2014-07,-0.1302870580414876,2014,7
South Sudan,Fangak,2014-08-01,2014-08,-0.19435755367009738,2014,8
South Sudan,Fangak,2014-09-01,2014-09,-0.08494604090329301,2014,9
South Sudan,Fangak,2014-10-01,2014-10,0.3763644171513459,2014,10
South Sudan,Fangak,2014-11-01,2014-11,0.9117826626851026,2014,11
South Sudan,Fangak,2014-12-01,2014-12,0.8305101783386096,2014,12
South Sudan,Fangak,2015-01-01,2015-01,0.5576408864185605,2015,1
South Sudan,Fangak,2015-02-01,2015-02,0.41454108720682553,2015,2
South Sudan,Fangak,2015-03-01,2015-03,0.5963189585658196,2015,3
South Sudan,Fangak,2015-04-01,2015-04,0.7906076877258937,2015,4
South Sudan,Fangak,2015-05-01,2015-05,0.7780842981556528,2015,5
South Sudan,Fangak,2015-06-01,2015-06,-0.22448545071501208,2015,6
South Sudan,Fangak,2015-07-01,2015-07,-1.2076354954040713,2015,7
South Sudan,Fangak,2015-08-01,2015-08,-1.1726097849013772,2015,8
South Sudan,Fangak,2015-09-01,2015-09,-0.664376062939597,2015,9
South Sudan,Fangak,2015-10-01,2015-10,-0.1634693926121175,2015,10
South Sudan,Fangak,2015-11-01,2015-11,-0.10024717365844694,2015,11
South Sudan,Fangak,2015-12-01,2015-12,-0.14428447148386483,2015,12
South Sudan,Fangak,2016-01-01,2016-01,-0.3235982089080398,2016,1
South Sudan,Fangak,2016-02-01,2016-02,-0.4829371044285899,2016,2
South Sudan,Fangak,2016-03-01,2016-03,0.0428006018331557,2016,3
South Sudan,Fangak,2016-04-01,2016-04,0.4634679972614743,2016,4
South Sudan,Fangak,2016-05-01,2016-05,1.3850094611671029,2016,5
South Sudan,Fangak,2016-06-01,2016-06,1.944055163289528,2016,6
South Sudan,Fangak,2016-07-01,2016-07,0.7449004323620072,2016,7
South Sudan,Fangak,2016-08-01,2016-08,-0.16323567679903545,2016,8
South Sudan,Fangak,2016-09-01,2016-09,-0.5661300904629288,2016,9
South Sudan,Fangak,2016-10-01,2016-10,-0.536865671440601,2016,10
South Sudan,Fangak,2016-11-01,2016-11,-0.032336771845345,2016,11
South Sudan,Fangak,2016-12-01,2016-12,0.35857822341899687,2016,12
South Sudan,Fangak,2017-01-01,2017-01,0.6005811468442854,2017,1
South Sudan,Fangak,2017-02-01,2017-02,0.6581144861720017,2017,2
South Sudan,Fangak,2017-03-01,2017-03,0.512283347953569,2017,3
South Sudan,Fangak,2017-04-01,2017-04,0.3806351955161989,2017,4
South Sudan,Fangak,2017-05-01,2017-05,0.8062380494574366,2017,5
South Sudan,Fangak,2017-06-01,2017-06,1.2130393554931853,2017,6
South Sudan,Fangak,2017-07-01,2017-07,0.30563364658973136,2017,7
South Sudan,Fangak,2017-08-01,2017-08,-0.15454578056710483,2017,8
South Sudan,Fangak,2017-09-01,2017-09,-0.5753937551187783,2017,9
South Sudan,Fangak,2017-10-01,2017-10,-0.746026127588676,2017,10
South Sudan,Fangak,2017-11-01,2017-11,-0.4026843181136933,2017,11
South Sudan,Fangak,2017-12-01,2017-12,-0.4053274245034026,2017,12
South Sudan,Fangak,2018-01-01,2018-01,-0.5328653446175097,2018,1
South Sudan,Fangak,2018-02-01,2018-02,-0.4382840441174055,2018,2
South Sudan,Fangak,2018-03-01,2018-03,0.047855340906647295,2018,3
South Sudan,Fangak,2018-04-01,2018-04,-0.1553154750326174,2018,4
South Sudan,Fangak,2018-05-01,2018-05,-0.31634193765484236,2018,5
South Sudan,Fangak,2018-06-01,2018-06,-0.3227945557162349,2018,6
South Sudan,Fangak,2018-07-01,2018-07,-0.013440610179587309,2018,7
South Sudan,Fangak,2018-08-01,2018-08,0.20662098673909235,2018,8
South Sudan,Fangak,2018-09-01,2018-09,0.3159911915207826,2018,9
South Sudan,Fangak,2018-10-01,2018-10,0.10149781362720187,2018,10
South Sudan,Fangak,2018-11-01,2018-11,-0.6600044817732911,2018,11
South Sudan,Fangak,2018-12-01,2018-12,-1.2526304692198758,2018,12
South Sudan,Fangak,2019-01-01,2019-01,-1.2881600102033834,2019,1
South Sudan,Fangak,2019-02-01,2019-02,-1.0468404682438306,2019,2
South Sudan,Fangak,2019-03-01,2019-03,-0.4565448327871508,2019,3
South Sudan,Fangak,2019-04-01,2019-04,-0.9549022356050259,2019,4
South Sudan,Fangak,2019-05-01,2019-05,-0.24497054263915777,2019,5
South Sudan,Fangak,2019-06-01,2019-06,1.947783993042469,2019,6
South Sudan,Fangak,2019-07-01,2019-07,1.9637339040406814,2019,7
South Sudan,Fangak,2019-08-01,2019-08,1.1889721828127287,2019,8
South Sudan,Fangak,2019-09-01,2019-09,0.7813286195656004,2019,9
South Sudan,Fangak,2019-10-01,2019-10,0.9302187972288017,2019,10
South Sudan,Fangak,2019-11-01,2019-11,1.032061452173798,2019,11
South Sudan,Fangak,2019-12-01,2019-12,0.6812472293486715,2019,12
South Sudan,Fangak,2020-01-01,2020-01,0.1202758650982979,2020,1
South Sudan,Fangak,2020-02-01,2020-02,-0.1980053378307968,2020,2
South Sudan,Fangak,2020-03-01,2020-03,-0.005036173197371873,2020,3
South Sudan,Fangak,2020-04-01,2020-04,-0.25190160911996884,2020,4
South Sudan,Fangak,2020-05-01,2020-05,-0.02646601011433937,2020,5
South Sudan,Fangak,2020-06-01,2020-06,0.8886015086883448,2020,6
South Sudan,Fangak,2020-07-01,2020-07,1.2553172919160143,2020,7
South Sudan,Fangak,2020-08-01,2020-08,1.2360837860108433,2020,8
South Sudan,Fangak,2020-09-01,2020-09,1.0168349128453604,2020,9
South Sudan,Fangak,2020-10-01,2020-10,0.9116230794564112,2020,10
South Sudan,Fangak,2020-11-01,2020-11,0.9595145407443418,2020,11
South Sudan,Fangak,2020-12-01,2020-12,1.1610956586594647,2020,12
South Sudan,Fangak,2021-01-01,2021-01,1.2286857960936584,2021,1
South Sudan,Fangak,2021-02-01,2021-02,1.2338190316782247,2021,2
South Sudan,Fangak,2021-03-01,2021-03,1.0661887675471338,2021,3
South Sudan,Fangak,2021-04-01,2021-04,1.4262595398124316,2021,4
South Sudan,Fangak,2021-05-01,2021-05,1.5150652249411778,2021,5
South Sudan,Fangak,2021-06-01,2021-06,0.7445154474932534,2021,6
South Sudan,Fangak,2021-07-01,2021-07,-0.25762834567474996,2021,7
South Sudan,Fangak,2021-08-01,2021-08,-0.5256042844144082,2021,8
South Sudan,Fangak,2021-09-01,2021-09,-0.534655139143012,2021,9
South Sudan,Fangak,2021-10-01,2021-10,-0.34603326655678396,2021,10
South Sudan,Fangak,2021-11-01,2021-11,0.49322411370870334,2021,11
South Sudan,Fangak,2021-12-01,2021-12,0.9853204253165665,2021,12
South Sudan,Fangak,2022-01-01,2022-01,1.043664413604149,2022,1
South Sudan,Fangak,2022-02-01,2022-02,0.873703663915484,2022,2
South Sudan,Fangak,2022-03-01,2022-03,0.8477977716405999,2022,3
South Sudan,Fangak,2022-04-01,2022-04,1.2002231952719034,2022,4
South Sudan,Fangak,2022-05-01,2022-05,0.8885353506428311,2022,5
South Sudan,Fangak,2022-06-01,2022-06,-0.7642986790861522,2022,6
South Sudan,Fangak,2022-07-01,2022-07,-1.4002144479612904,2022,7
South Sudan,Fangak,2022-08-01,2022-08,-1.3381686921857128,2022,8
South Sudan,Fangak,2022-09-01,2022-09,-1.4310837423907805,2022,9
South Sudan,Fangak,2022-10-01,2022-10,-1.6633065112022027,2022,10
South Sudan,Fangak,2022-11-01,2022-11,-0.9858757071745796,2022,11
South Sudan,Fangak,2022-12-01,2022-12,-0.08948179949412524,2022,12
South Sudan,Fangak,2023-01-01,2023-01,0.4379461984906941,2023,1
South Sudan,Fangak,2023-02-01,2023-02,0.766152230559486,2023,2
South Sudan,Fangak,2023-03-01,2023-03,0.8578040644848166,2023,3
South Sudan,Fangak,2023-04-01,2023-04,0.9851865520617419,2023,4
South Sudan,Fangak,2023-05-01,2023-05,0.45437184245214274,2023,5
South Sudan,Fangak,2023-06-01,2023-06,-1.140360314991287,2023,6
South Sudan,Fangak,2023-07-01,2023-07,-1.9147680974631156,2023,7
South Sudan,Fangak,2023-08-01,2023-08,-2.029049990595937,2023,8
South Sudan,Fangak,2023-09-01,2023-09,-1.6619295583250606,2023,9
South Sudan,Fangak,2023-10-01,2023-10,-0.8272145191563788,2023,10
South Sudan,Fangak,2023-11-01,2023-11,0.5592137022022808,2023,11
South Sudan,Fangak,2023-12-01,2023-12,0.8919518753408623,2023,12
South Sudan,Fangak,2024-01-01,2024-01,1.0261548371922997,2024,1
South Sudan,Fangak,2024-02-01,2024-02,1.0489911303839843,2024,2
South Sudan,Fangak,2024-03-01,2024-03,0.7808673132993847,2024,3
South Sudan,Fangak,2024-04-01,2024-04,0.6299279765141713,2024,4
South Sudan,Fangak,2024-05-01,2024-05,0.13758894416105527,2024,5
South Sudan,Fangak,2024-06-01,2024-06,-0.7983123247887148,2024,6
South Sudan,Fangak,2024-07-01,2024-07,-0.930539002964381,2024,7
South Sudan,Fangak,2024-08-01,2024-08,-0.736490146192459,2024,8
South Sudan,Fangak,2024-09-01,2024-09,-0.8302370367062818,2024,9
South Sudan,Fangak,2024-10-01,2024-10,-0.7114592977272197,2024,10
South Sudan,Fangak,2024-11-01,2024-11,0.20099451853723668,2024,11
South Sudan,Fangak,2024-12-01,2024-12,0.8739288810789715,2024,12
South Sudan,Fangak,2025-01-01,2025-01,1.3246481560430943,2025,1
South Sudan,Fangak,2025-02-01,2025-02,1.6404237187038782,2025,2
South Sudan,Fangak,2025-03-01,2025-03,1.3525550162001698,2025,3
South Sudan,Fangak,2025-04-01,2025-04,1.536727458005473,2025,4
South Sudan,Fangak,2025-05-01,2025-05,0.8321883262860392,2025,5
South Sudan,Fangak,2025-06-01,2025-06,-0.8613240109299573,2025,6
South Sudan,Fangak,2025-07-01,2025-07,-1.4680578521239211,2025,7
South Sudan,Fangak,2025-08-01,2025-08,-1.3611829593899374,2025,8
South Sudan,Fangak,2025-09-01,2025-09,-1.2957893308129647,2025,9
